form_id	lexeme_id	root_id	form_raw	form_nfc	form_vocalized	form_unvocalized	form_stripped	form_vocalized_variants	form_unvocalized_variants	pos	finiteness	tense	aspect	mood	person	number	gender	voice	binyan	canonical_cell	is_past_cell	unimorph_tag_raw	is_syncretic	syncretism_group	is_syncretic_unvocalized	syncretism_group_unvocalized	plene_consistent	wiktionary_corroborated	ud_attested	is_attested	is_generated	source_primary	source_ids	confidence	quality_tier	quality_flags
LX-52b035f5e4.FUT.1PL	LX-52b035f5e4	RT-9a7d989136	נִפְנֶה	נִפְנֶה	נִפְנֶה	נפנה	נפנה			V	FIN	FUT	NA	IND	1	PL	NA	NA	PAAL	FUT.1PL	False	V;1;PL;FUT	False		False		True	True	False	True	False	unimorph_heb	heb_voc:29640|heb:29760	0.9976	GOLD	WIKT_CORROBORATED
LX-52b035f5e4.FUT.2MPL	LX-52b035f5e4	RT-9a7d989136	תִּפְנוּ	תִּפְנוּ	תִּפְנוּ	תפנו	תפנו			V	FIN	FUT	NA	IND	2	PL	MASC	NA	PAAL	FUT.2MPL	False	V;2;PL;FUT;MASC	False		False		True	True	False	True	False	unimorph_heb	heb_voc:29664|heb:29781	0.9976	GOLD	WIKT_CORROBORATED
LX-52b035f5e4.FUT.2FPL	LX-52b035f5e4	RT-9a7d989136	תִּפְנֶינָה	תִּפְנֶינָה	תִּפְנֶינָה	תפנינה	תפנינה			V	FIN	FUT	NA	IND	2	PL	FEM	NA	PAAL	FUT.2FPL	False	V;2;PL;FUT;FEM	True	LX-52b035f5e4:V2	True	LX-52b035f5e4:U6	True	True	False	True	False	unimorph_heb	heb_voc:29662|heb:29783	0.9976	GOLD	WIKT_CORROBORATED
LX-52b035f5e4.FUT.3MPL	LX-52b035f5e4	RT-9a7d989136	יִפְנוּ	יִפְנוּ	יִפְנוּ	יפנו	יפנו			V	FIN	FUT	NA	IND	3	PL	MASC	NA	PAAL	FUT.3MPL	False	V;3;PL;FUT;MASC	False		False		True	True	True	True	False	unimorph_heb	heb_voc:29638|heb:29758	0.9976	GOLD	WIKT_CORROBORATED
LX-52b035f5e4.FUT.3FPL	LX-52b035f5e4	RT-9a7d989136	תִּפְנֶינָה	תִּפְנֶינָה	תִּפְנֶינָה	תפנינה	תפנינה			V	FIN	FUT	NA	IND	3	PL	FEM	NA	PAAL	FUT.3FPL	False	V;3;PL;FUT;FEM	True	LX-52b035f5e4:V2	True	LX-52b035f5e4:U6	True		False	True	False	unimorph_heb	heb_voc:29663|heb:29784	0.9976	GOLD	
LX-52b035f5e4.IMP.2MSG	LX-52b035f5e4	RT-9a7d989136	פְּנֵה	פְּנֵה	פְּנֵה	פנה	פנה			V	FIN	NA	NA	IMP	2	SG	MASC	NA	PAAL	IMP.2MSG	False	V;2;SG;IMP;MASC	False		True	LX-52b035f5e4:U2	True	True	True	True	False	unimorph_heb	heb_voc:29645|heb:29766	0.9976	GOLD	WIKT_CORROBORATED
LX-52b035f5e4.IMP.2FSG	LX-52b035f5e4	RT-9a7d989136	פְּנִי	פְּנִי	פְּנִי	פני	פני			V	FIN	NA	NA	IMP	2	SG	FEM	NA	PAAL	IMP.2FSG	False	V;2;SG;IMP;FEM	False		False		True	True	False	True	False	unimorph_heb	heb_voc:29641|heb:29769	0.9976	GOLD	WIKT_CORROBORATED
LX-52b035f5e4.IMP.2MPL	LX-52b035f5e4	RT-9a7d989136	פְּנוּ	פְּנוּ	פְּנוּ	פנו	פנו			V	FIN	NA	NA	IMP	2	PL	MASC	NA	PAAL	IMP.2MPL	False	V;2;PL;IMP;MASC	False		True	LX-52b035f5e4:U3	True	True	True	True	False	unimorph_heb	heb_voc:29647|heb:29768	0.9976	GOLD	WIKT_CORROBORATED
LX-52b035f5e4.IMP.2FPL	LX-52b035f5e4	RT-9a7d989136	פְּנֶינָה	פְּנֶינָה	פְּנֶינָה	פנינה	פנינה			V	FIN	NA	NA	IMP	2	PL	FEM	NA	PAAL	IMP.2FPL	False	V;2;PL;IMP;FEM	False		False		True	True	False	True	False	unimorph_heb	heb_voc:29646|heb:29771	0.9976	GOLD	WIKT_CORROBORATED
LX-52b035f5e4.NFIN	LX-52b035f5e4	RT-9a7d989136	לִפְנוֹת	לִפְנוֹת	לִפְנוֹת	לפנות	לפנות			V	NFIN	NA	NA	NA	NA	NA	NA	NA	PAAL	NFIN	False	V;NFIN	False		False		True	True	False	True	False	unimorph_heb	heb_voc:29639|heb:29759	0.9976	GOLD	WIKT_CORROBORATED
LX-52b035f5e4.MSDR	LX-52b035f5e4	RT-9a7d989136	פְּנִיָּה	פְּנִיָּה	פְּנִיָּה	פניה	פניה			V.MSDR	NFIN	NA	NA	NA	NA	NA	NA	NA	PAAL	MSDR	False	V.MSDR	False		False		True		False	True	False	unimorph_heb	heb_voc:29642|heb:29770	0.9976	GOLD	
LX-52f696259c.PST.3MSG	LX-52f696259c	RT-9dc74a6e96	הִפְקִיד	הִפְקִיד	הִפְקִיד	הפקיד	הפקיד			V	FIN	PST	NA	IND	3	SG	MASC	NA	HIFIL	PST.3MSG	True		False		False		True		False	True	False	hewiktionary	wikt:entry:p10145:r293790:o0:t0	0.768	SILVER	
LX-52f696259c.PRS.MSG	LX-52f696259c	RT-9dc74a6e96	מַפְקִיד	מַפְקִיד	מַפְקִיד		מפקיד			V	FIN	PRS	NA	IND	NA	SG	MASC	NA	HIFIL	PRS.MSG	False		False		False				False	True	False	hewiktionary	wikt:conj:p13376:r432157:t0:הפעיל הווה	0.768	SILVER	MISSING_UNVOCALIZED
LX-52f696259c.FUT.3MSG	LX-52f696259c	RT-9dc74a6e96	יִפְקִיד	יִפְקִיד	יִפְקִיד		יפקיד			V	FIN	FUT	NA	IND	3	SG	MASC	NA	HIFIL	FUT.3MSG	False		False		False				False	True	False	hewiktionary	wikt:conj:p13376:r432157:t0:הפעיל עתיד	0.768	SILVER	MISSING_UNVOCALIZED
LX-52f696259c.IMP.2MSG	LX-52f696259c	RT-9dc74a6e96	הַפְקֵד	הַפְקֵד	הַפְקֵד		הפקד			V	FIN	NA	NA	IMP	2	SG	MASC	NA	HIFIL	IMP.2MSG	False		False		False				False	True	False	hewiktionary	wikt:conj:p13376:r432157:t0:הפעיל ציווי	0.768	SILVER	MISSING_UNVOCALIZED
LX-52f696259c.NFIN	LX-52f696259c	RT-9dc74a6e96	לְהַפְקִיד	לְהַפְקִיד	לְהַפְקִיד		להפקיד			V	NFIN	NA	NA	NA	NA	NA	NA	NA	HIFIL	NFIN	False		False		False				False	True	False	hewiktionary	wikt:conj:p13376:r432157:t0:הפעיל שם הפועל	0.768	SILVER	MISSING_UNVOCALIZED
LX-5323a3a394.PST.3MSG	LX-5323a3a394	RT-3a31a91ff7	חִלְחֵל	חִלְחֵל	חִלְחֵל		חלחל			V	FIN	PST	NA	IND	3	SG	MASC	NA	PIEL	PST.3MSG	True		False		False				False	True	False	hewiktionary	wikt:entry:p63188:r511393:o0:t0	0.64	SILVER	MISSING_UNVOCALIZED
LX-5332a810c0.PST.1SG	LX-5332a810c0	RT-f87b1ae9a8	פִּסַּלְתִּי	פִּסַּלְתִּי	פִּסַּלְתִּי	פיסלתי	פסלתי			V	FIN	PST	NA	IND	1	SG	NA	NA	PIEL	PST.1SG	True	V;1;SG;PST	False		False		True		False	True	False	unimorph_heb	heb_voc:29419|heb:29627	0.8	SILVER	
LX-5332a810c0.PST.2MSG	LX-5332a810c0	RT-f87b1ae9a8	פִּסַּלְתָּ	פִּסַּלְתָּ	פִּסַּלְתָּ	פיסלת	פסלת			V	FIN	PST	NA	IND	2	SG	MASC	NA	PIEL	PST.2MSG	True	V;2;SG;PST;MASC	False		True	LX-5332a810c0:U1	True		False	True	False	unimorph_heb	heb_voc:29422|heb:29625	0.8	SILVER	
LX-5332a810c0.PST.2FSG	LX-5332a810c0	RT-f87b1ae9a8	פִּסַּלְתְּ	פִּסַּלְתְּ	פִּסַּלְתְּ	פיסלת	פסלת			V	FIN	PST	NA	IND	2	SG	FEM	NA	PIEL	PST.2FSG	True	V;2;SG;PST;FEM	False		True	LX-5332a810c0:U1	True		False	True	False	unimorph_heb	heb_voc:29418|heb:29626	0.8	SILVER	
LX-5332a810c0.PST.3MSG	LX-5332a810c0	RT-f87b1ae9a8	פִּסֵּל	פִּסֵּל	פִּסֵּל	פיסל	פסל			V	FIN	PST	NA	IND	3	SG	MASC	NA	PIEL	PST.3MSG	True	V;3;SG;PST;MASC	False		False		True		False	True	False	unimorph_heb	heb_voc:29416|heb:29621	0.8	SILVER	
LX-5332a810c0.PST.3FSG	LX-5332a810c0	RT-f87b1ae9a8	פִּסְּלָה	פִּסְּלָה	פִּסְּלָה	פיסלה	פסלה			V	FIN	PST	NA	IND	3	SG	FEM	NA	PIEL	PST.3FSG	True	V;3;SG;PST;FEM	False		False		True		False	True	False	unimorph_heb	heb_voc:29414|heb:29622	0.8	SILVER	
LX-5332a810c0.PST.1PL	LX-5332a810c0	RT-f87b1ae9a8	פִּסַּלְנוּ	פִּסַּלְנוּ	פִּסַּלְנוּ	פיסלנו	פסלנו			V	FIN	PST	NA	IND	1	PL	NA	NA	PIEL	PST.1PL	True	V;1;PL;PST	False		False		True		False	True	False	unimorph_heb	heb_voc:29417|heb:29624	0.8	SILVER	
LX-5332a810c0.PST.2MPL	LX-5332a810c0	RT-f87b1ae9a8	פִּסַּלְתֶּם	פִּסַּלְתֶּם	פִּסַּלְתֶּם	פיסלתם	פסלתם			V	FIN	PST	NA	IND	2	PL	MASC	NA	PIEL	PST.2MPL	True	V;2;PL;PST;MASC	False		False		True		False	True	False	unimorph_heb	heb_voc:29420|heb:29628	0.8	SILVER	
LX-5332a810c0.PST.2FPL	LX-5332a810c0	RT-f87b1ae9a8	פִּסַּלְתֶּן	פִּסַּלְתֶּן	פִּסַּלְתֶּן	פיסלתן	פסלתן			V	FIN	PST	NA	IND	2	PL	FEM	NA	PIEL	PST.2FPL	True	V;2;PL;PST;FEM	False		False		True		False	True	False	unimorph_heb	heb_voc:29421|heb:29629	0.8	SILVER	
LX-5332a810c0.PST.3PL	LX-5332a810c0	RT-f87b1ae9a8	פִּסְּלוּ	פִּסְּלוּ	פִּסְּלוּ	פיסלו	פסלו			V	FIN	PST	NA	IND	3	PL	NA	NA	PIEL	PST.3PL	True	V;3;PL;PST	False		False		True		False	True	False	unimorph_heb	heb_voc:29415|heb:29623	0.8	SILVER	
LX-5332a810c0.PRS.MSG	LX-5332a810c0	RT-f87b1ae9a8	מְפַסֵּל	מְפַסֵּל	מְפַסֵּל	מפסל	מפסל			V	FIN	PRS	NA	IND	NA	SG	MASC	NA	PIEL	PRS.MSG	False	V;SG;PRS;MASC	False		False		True		False	True	False	unimorph_heb	heb_voc:29411|heb:29615	0.8	SILVER	
LX-5332a810c0.PRS.FSG	LX-5332a810c0	RT-f87b1ae9a8	מְפַסֶּלֶת	מְפַסֶּלֶת	מְפַסֶּלֶת	מפסלת	מפסלת			V	FIN	PRS	NA	IND	NA	SG	FEM	NA	PIEL	PRS.FSG	False	V;SG;PRS;FEM	False		False		True		False	True	False	unimorph_heb	heb_voc:29412|heb:29618	0.8	SILVER	
LX-5332a810c0.PRS.MPL	LX-5332a810c0	RT-f87b1ae9a8	מְפַסְּלִים	מְפַסְּלִים	מְפַסְּלִים	מפסלים	מפסלים			V	FIN	PRS	NA	IND	NA	PL	MASC	NA	PIEL	PRS.MPL	False	V;PL;PRS;MASC	False		False		True		False	True	False	unimorph_heb	heb_voc:29409|heb:29617	0.8	SILVER	
LX-5332a810c0.PRS.FPL	LX-5332a810c0	RT-f87b1ae9a8	מְפַסְּלוֹת	מְפַסְּלוֹת	מְפַסְּלוֹת	מפסלות	מפסלות			V	FIN	PRS	NA	IND	NA	PL	FEM	NA	PIEL	PRS.FPL	False	V;PL;PRS;FEM	False		False		True		False	True	False	unimorph_heb	heb_voc:29410|heb:29616	0.8	SILVER	
LX-5332a810c0.FUT.1SG	LX-5332a810c0	RT-f87b1ae9a8	אֲפַסֵּל	אֲפַסֵּל	אֲפַסֵּל	אפסל	אפסל			V	FIN	FUT	NA	IND	1	SG	NA	NA	PIEL	FUT.1SG	False	V;1;SG;FUT	False		False		True		False	True	False	unimorph_heb	heb_voc:29405|heb:29611	0.8	SILVER	
LX-5332a810c0.FUT.2MSG	LX-5332a810c0	RT-f87b1ae9a8	תְּפַסֵּל	תְּפַסֵּל	תְּפַסֵּל	תפסל	תפסל			V	FIN	FUT	NA	IND	2	SG	MASC	NA	PIEL	FUT.2MSG	False	V;2;SG;FUT;MASC	True	LX-5332a810c0:V1	True	LX-5332a810c0:U2	True		False	True	False	unimorph_heb	heb_voc:29430|heb:29634	0.8	SILVER	
LX-5332a810c0.FUT.2FSG	LX-5332a810c0	RT-f87b1ae9a8	תְּפַסְּלִי	תְּפַסְּלִי	תְּפַסְּלִי	תפסלי	תפסלי			V	FIN	FUT	NA	IND	2	SG	FEM	NA	PIEL	FUT.2FSG	False	V;2;SG;FUT;FEM	False		False		True		False	True	False	unimorph_heb	heb_voc:29428|heb:29637	0.8	SILVER	
LX-5332a810c0.FUT.3MSG	LX-5332a810c0	RT-f87b1ae9a8	יְפַסֵּל	יְפַסֵּל	יְפַסֵּל	יפסל	יפסל			V	FIN	FUT	NA	IND	3	SG	MASC	NA	PIEL	FUT.3MSG	False	V;3;SG;FUT;MASC	False		False		True		False	True	False	unimorph_heb	heb_voc:29407|heb:29612	0.8	SILVER	
LX-5332a810c0.FUT.3FSG	LX-5332a810c0	RT-f87b1ae9a8	תְּפַסֵּל	תְּפַסֵּל	תְּפַסֵּל	תפסל	תפסל			V	FIN	FUT	NA	IND	3	SG	FEM	NA	PIEL	FUT.3FSG	False	V;3;SG;FUT;FEM	True	LX-5332a810c0:V1	True	LX-5332a810c0:U2	True		False	True	False	unimorph_heb	heb_voc:29431|heb:29635	0.8	SILVER	
LX-5332a810c0.FUT.1PL	LX-5332a810c0	RT-f87b1ae9a8	נְפַסֵּל	נְפַסֵּל	נְפַסֵּל	נפסל	נפסל			V	FIN	FUT	NA	IND	1	PL	NA	NA	PIEL	FUT.1PL	False	V;1;PL;FUT	False		False		True		False	True	False	unimorph_heb	heb_voc:29413|heb:29619	0.8	SILVER	
LX-5332a810c0.FUT.2MPL	LX-5332a810c0	RT-f87b1ae9a8	תְּפַסְּלוּ	תְּפַסְּלוּ	תְּפַסְּלוּ	תפסלו	תפסלו			V	FIN	FUT	NA	IND	2	PL	MASC	NA	PIEL	FUT.2MPL	False	V;2;PL;FUT;MASC	False		False		True		False	True	False	unimorph_heb	heb_voc:29429|heb:29636	0.8	SILVER	
LX-5332a810c0.FUT.2FPL	LX-5332a810c0	RT-f87b1ae9a8	תְּפַסֵּלְנָה	תְּפַסֵּלְנָה	תְּפַסֵּלְנָה	תפסלנה	תפסלנה			V	FIN	FUT	NA	IND	2	PL	FEM	NA	PIEL	FUT.2FPL	False	V;2;PL;FUT;FEM	True	LX-5332a810c0:V2	True	LX-5332a810c0:U3	True		False	True	False	unimorph_heb	heb_voc:29432|heb:29638	0.8	SILVER	
LX-5332a810c0.FUT.3MPL	LX-5332a810c0	RT-f87b1ae9a8	יְפַסְּלוּ	יְפַסְּלוּ	יְפַסְּלוּ	יפסלו	יפסלו			V	FIN	FUT	NA	IND	3	PL	MASC	NA	PIEL	FUT.3MPL	False	V;3;PL;FUT;MASC	False		False		True		False	True	False	unimorph_heb	heb_voc:29406|heb:29613	0.8	SILVER	
LX-5332a810c0.FUT.3FPL	LX-5332a810c0	RT-f87b1ae9a8	תְּפַסֵּלְנָה	תְּפַסֵּלְנָה	תְּפַסֵּלְנָה	תפסלנה	תפסלנה			V	FIN	FUT	NA	IND	3	PL	FEM	NA	PIEL	FUT.3FPL	False	V;3;PL;FUT;FEM	True	LX-5332a810c0:V2	True	LX-5332a810c0:U3	True		False	True	False	unimorph_heb	heb_voc:29433|heb:29639	0.8	SILVER	
LX-5332a810c0.IMP.2MSG	LX-5332a810c0	RT-f87b1ae9a8	פַּסֵּל	פַּסֵּל	פַּסֵּל	פסל	פסל			V	FIN	NA	NA	IMP	2	SG	MASC	NA	PIEL	IMP.2MSG	False	V;2;SG;IMP;MASC	False		False		True		False	True	False	unimorph_heb	heb_voc:29426|heb:29630	0.8	SILVER	
LX-5332a810c0.IMP.2FSG	LX-5332a810c0	RT-f87b1ae9a8	פַּסְּלִי	פַּסְּלִי	פַּסְּלִי	פסלי	פסלי			V	FIN	NA	NA	IMP	2	SG	FEM	NA	PIEL	IMP.2FSG	False	V;2;SG;IMP;FEM	False		False		True		False	True	False	unimorph_heb	heb_voc:29424|heb:29632	0.8	SILVER	
LX-5332a810c0.IMP.2MPL	LX-5332a810c0	RT-f87b1ae9a8	פַּסְּלוּ	פַּסְּלוּ	פַּסְּלוּ	פסלו	פסלו			V	FIN	NA	NA	IMP	2	PL	MASC	NA	PIEL	IMP.2MPL	False	V;2;PL;IMP;MASC	False		False		True		True	True	False	unimorph_heb	heb_voc:29425|heb:29631	0.8	SILVER	
LX-5332a810c0.IMP.2FPL	LX-5332a810c0	RT-f87b1ae9a8	פַּסֵּלְנָה	פַּסֵּלְנָה	פַּסֵּלְנָה	פסלנה	פסלנה			V	FIN	NA	NA	IMP	2	PL	FEM	NA	PIEL	IMP.2FPL	False	V;2;PL;IMP;FEM	False		False		True		False	True	False	unimorph_heb	heb_voc:29427|heb:29633	0.8	SILVER	
LX-5332a810c0.NFIN	LX-5332a810c0	RT-f87b1ae9a8	לְפַסֵּל	לְפַסֵּל	לְפַסֵּל	לפסל	לפסל			V	NFIN	NA	NA	NA	NA	NA	NA	NA	PIEL	NFIN	False	V;NFIN	False		False		True		False	True	False	unimorph_heb	heb_voc:29408|heb:29614	0.8	SILVER	
LX-5332a810c0.MSDR	LX-5332a810c0	RT-f87b1ae9a8	פִּסּוּל	פִּסּוּל	פִּסּוּל	פיסול	פסול			V.MSDR	NFIN	NA	NA	NA	NA	NA	NA	NA	PIEL	MSDR	False	V.MSDR	False		False		True		False	True	False	unimorph_heb	heb_voc:29423|heb:29620	0.8	SILVER	
LX-534a07fc86.PST.3MSG	LX-534a07fc86	RT-5f1398ca25	פָּסַח	פָּסַח	פָּסַח	פסח	פסח			V	FIN	PST	NA	IND	3	SG	MASC	NA	PAAL	PST.3MSG	True		False		False		True		False	True	False	hewiktionary	wikt:entry:p8533:r499819:o2862:t0	0.768	SILVER	
LX-534a07fc86.PRS.MSG	LX-534a07fc86	RT-5f1398ca25	פּוֹסֵחַ	פּוֹסֵחַ	פּוֹסֵחַ		פוסח			V	FIN	PRS	NA	IND	NA	SG	MASC	NA	PAAL	PRS.MSG	False		False		False				False	True	False	hewiktionary	wikt:conj:p34193:r266437:t0:קל הווה	0.768	SILVER	MISSING_UNVOCALIZED
LX-534a07fc86.FUT.3MSG	LX-534a07fc86	RT-5f1398ca25	יִפְסַח	יִפְסַח	יִפְסַח		יפסח			V	FIN	FUT	NA	IND	3	SG	MASC	NA	PAAL	FUT.3MSG	False		False		False				False	True	False	hewiktionary	wikt:conj:p34193:r266437:t0:קל עתיד	0.768	SILVER	MISSING_UNVOCALIZED
LX-534a07fc86.IMP.2MSG	LX-534a07fc86	RT-5f1398ca25	פְּסַח	פְּסַח	פְּסַח		פסח			V	FIN	NA	NA	IMP	2	SG	MASC	NA	PAAL	IMP.2MSG	False		False		False				False	True	False	hewiktionary	wikt:conj:p34193:r266437:t0:קל ציווי	0.768	SILVER	MISSING_UNVOCALIZED
LX-534a07fc86.NFIN	LX-534a07fc86	RT-5f1398ca25	לִפְסֹחַ	לִפְסֹחַ	לִפְסֹחַ		לפסח			V	NFIN	NA	NA	NA	NA	NA	NA	NA	PAAL	NFIN	False		False		False				False	True	False	hewiktionary	wikt:conj:p34193:r266437:t0:קל שם הפועל	0.768	SILVER	MISSING_UNVOCALIZED
LX-53d478f095.PST.1SG	LX-53d478f095		נִגְאַלְתִּי	נִגְאַלְתִּי	נִגְאַלְתִּי	נגאלתי	נגאלתי			V	FIN	PST	NA	IND	1	SG	NA	NA		PST.1SG	True	V;1;SG;PST	False		False		True		False	True	False	unimorph_heb	heb_voc:25977|heb:26094	0.0	QUESTIONABLE	
LX-53d478f095.PST.2MSG	LX-53d478f095		נִגְאַלְתָּ	נִגְאַלְתָּ	נִגְאַלְתָּ	נגאלת	נגאלת			V	FIN	PST	NA	IND	2	SG	MASC	NA		PST.2MSG	True	V;2;SG;PST;MASC	False		True	LX-53d478f095:U1	True		False	True	False	unimorph_heb	heb_voc:25980|heb:26091	0.0	QUESTIONABLE	
LX-53d478f095.PST.2FSG	LX-53d478f095		נִגְאַלְתְּ	נִגְאַלְתְּ	נִגְאַלְתְּ	נגאלת	נגאלת			V	FIN	PST	NA	IND	2	SG	FEM	NA		PST.2FSG	True	V;2;SG;PST;FEM	False		True	LX-53d478f095:U1	True		False	True	False	unimorph_heb	heb_voc:25976|heb:26092	0.0	QUESTIONABLE	
LX-53d478f095.PST.3MSG	LX-53d478f095		נִגְאַל	נִגְאַל	נִגְאַל	נגאל	נגאל			V	FIN	PST	NA	IND	3	SG	MASC	NA		PST.3MSG	True	V;3;SG;PST;MASC	False		True	LX-53d478f095:U2	True		False	True	False	unimorph_heb	heb_voc:25974|heb:26084	0.0	QUESTIONABLE	
LX-53d478f095.PST.3FSG	LX-53d478f095		נִגְאֲלָה	נִגְאֲלָה	נִגְאֲלָה	נגאלה	נגאלה			V	FIN	PST	NA	IND	3	SG	FEM	NA		PST.3FSG	True	V;3;SG;PST;FEM	False		False		True		False	True	False	unimorph_heb	heb_voc:25971|heb:26086	0.0	QUESTIONABLE	
LX-53d478f095.PST.1PL	LX-53d478f095		נִגְאַלְנוּ	נִגְאַלְנוּ	נִגְאַלְנוּ	נגאלנו	נגאלנו			V	FIN	PST	NA	IND	1	PL	NA	NA		PST.1PL	True	V;1;PL;PST	False		False		True		False	True	False	unimorph_heb	heb_voc:25975|heb:26090	0.0	QUESTIONABLE	
LX-53d478f095.PST.2MPL	LX-53d478f095		נִגְאַלְתֶּם	נִגְאַלְתֶּם	נִגְאַלְתֶּם	נגאלתם	נגאלתם			V	FIN	PST	NA	IND	2	PL	MASC	NA		PST.2MPL	True	V;2;PL;PST;MASC	False		False		True		False	True	False	unimorph_heb	heb_voc:25978|heb:26095	0.0	QUESTIONABLE	
LX-53d478f095.PST.2FPL	LX-53d478f095		נִגְאַלְתֶּן	נִגְאַלְתֶּן	נִגְאַלְתֶּן	נגאלתן	נגאלתן			V	FIN	PST	NA	IND	2	PL	FEM	NA		PST.2FPL	True	V;2;PL;PST;FEM	False		False		True		False	True	False	unimorph_heb	heb_voc:25979|heb:26096	0.0	QUESTIONABLE	
LX-53d478f095.PST.3PL	LX-53d478f095		נִגְאֲלוּ	נִגְאֲלוּ	נִגְאֲלוּ	נגאלו	נגאלו			V	FIN	PST	NA	IND	3	PL	NA	NA		PST.3PL	True	V;3;PL;PST	False		False		True		False	True	False	unimorph_heb	heb_voc:25972|heb:26087	0.0	QUESTIONABLE	
LX-53d478f095.PRS.MSG	LX-53d478f095		נִגְאָל	נִגְאָל	נִגְאָל	נגאל	נגאל			V	FIN	PRS	NA	IND	NA	SG	MASC	NA		PRS.MSG	False	V;SG;PRS;MASC	False		True	LX-53d478f095:U2	True		False	True	False	unimorph_heb	heb_voc:25981|heb:26085	0.0	QUESTIONABLE	
LX-53d478f095.PRS.FSG	LX-53d478f095		נִגְאֶלֶת	נִגְאֶלֶת	נִגְאֶלֶת	נגאלת	נגאלת			V	FIN	PRS	NA	IND	NA	SG	FEM	NA		PRS.FSG	False	V;SG;PRS;FEM	False		True	LX-53d478f095:U1	True		False	True	False	unimorph_heb	heb_voc:25973|heb:26093	0.0	QUESTIONABLE	
LX-53d478f095.PRS.MPL	LX-53d478f095		נִגְאָלִים	נִגְאָלִים	נִגְאָלִים	נגאלים	נגאלים			V	FIN	PRS	NA	IND	NA	PL	MASC	NA		PRS.MPL	False	V;PL;PRS;MASC	False		False		True		False	True	False	unimorph_heb	heb_voc:25982|heb:26089	0.0	QUESTIONABLE	
LX-53d478f095.PRS.FPL	LX-53d478f095		נִגְאָלוֹת	נִגְאָלוֹת	נִגְאָלוֹת	נגאלות	נגאלות			V	FIN	PRS	NA	IND	NA	PL	FEM	NA		PRS.FPL	False	V;PL;PRS;FEM	False		False		True		False	True	False	unimorph_heb	heb_voc:25983|heb:26088	0.0	QUESTIONABLE	
LX-53d478f095.FUT.1SG	LX-53d478f095		אֶגָּאֵל	אֶגָּאֵל	אֶגָּאֵל	אגאל	אגאל			V	FIN	FUT	NA	IND	1	SG	NA	NA		FUT.1SG	False	V;1;SG;FUT	False		False		True		False	True	False	unimorph_heb	heb_voc:25962|heb:26075	0.0	QUESTIONABLE	
LX-53d478f095.FUT.2MSG	LX-53d478f095		תִּגָּאֵל	תִּגָּאֵל	תִּגָּאֵל	תיגאל	תגאל			V	FIN	FUT	NA	IND	2	SG	MASC	NA		FUT.2MSG	False	V;2;SG;FUT;MASC	True	LX-53d478f095:V1	True	LX-53d478f095:U3	True		False	True	False	unimorph_heb	heb_voc:25987|heb:26098	0.0	QUESTIONABLE	
LX-53d478f095.FUT.2FSG	LX-53d478f095		תִּגָּאֲלִי	תִּגָּאֲלִי	תִּגָּאֲלִי	תיגאלי	תגאלי			V	FIN	FUT	NA	IND	2	SG	FEM	NA		FUT.2FSG	False	V;2;SG;FUT;FEM	False		False		True		False	True	False	unimorph_heb	heb_voc:25985|heb:26101	0.0	QUESTIONABLE	
LX-53d478f095.FUT.3MSG	LX-53d478f095		יִגָּאֵל	יִגָּאֵל	יִגָּאֵל	ייגאל	יגאל			V	FIN	FUT	NA	IND	3	SG	MASC	NA		FUT.3MSG	False	V;3;SG;FUT;MASC	False		False		True		False	True	False	unimorph_heb	heb_voc:25969|heb:26081	0.0	QUESTIONABLE	
LX-53d478f095.FUT.3FSG	LX-53d478f095		תִּגָּאֵל	תִּגָּאֵל	תִּגָּאֵל	תיגאל	תגאל			V	FIN	FUT	NA	IND	3	SG	FEM	NA		FUT.3FSG	False	V;3;SG;FUT;FEM	True	LX-53d478f095:V1	True	LX-53d478f095:U3	True		False	True	False	unimorph_heb	heb_voc:25988|heb:26099	0.0	QUESTIONABLE	
LX-53d478f095.FUT.1PL	LX-53d478f095		נִגָּאֵל	נִגָּאֵל	נִגָּאֵל	ניגאל	נגאל			V	FIN	FUT	NA	IND	1	PL	NA	NA		FUT.1PL	False	V;1;PL;FUT	False		False		True		False	True	False	unimorph_heb	heb_voc:25984|heb:26097	0.0	QUESTIONABLE	
LX-53d478f095.FUT.2MPL	LX-53d478f095		תִּגָּאֲלוּ	תִּגָּאֲלוּ	תִּגָּאֲלוּ	תיגאלו	תגאלו			V	FIN	FUT	NA	IND	2	PL	MASC	NA		FUT.2MPL	False	V;2;PL;FUT;MASC	False		False		True		False	True	False	unimorph_heb	heb_voc:25986|heb:26100	0.0	QUESTIONABLE	
LX-53d478f095.FUT.2FPL	LX-53d478f095		תִּגָּאֵלְנָה	תִּגָּאֵלְנָה	תִּגָּאֵלְנָה	תיגאלנה	תגאלנה			V	FIN	FUT	NA	IND	2	PL	FEM	NA		FUT.2FPL	False	V;2;PL;FUT;FEM	True	LX-53d478f095:V2	True	LX-53d478f095:U4	True		False	True	False	unimorph_heb	heb_voc:25989|heb:26102	0.0	QUESTIONABLE	
LX-53d478f095.FUT.3MPL	LX-53d478f095		יִגָּאֲלוּ	יִגָּאֲלוּ	יִגָּאֲלוּ	ייגאלו	יגאלו			V	FIN	FUT	NA	IND	3	PL	MASC	NA		FUT.3MPL	False	V;3;PL;FUT;MASC	False		False		True		False	True	False	unimorph_heb	heb_voc:25968|heb:26082	0.0	QUESTIONABLE	
