root_id	root_raw	root_normalized	radical_1	radical_2	radical_3	radical_4	radical_5	root_length	traditional_class	traditional_class_raw	r1_is_nun	r1_is_yod	r1_is_waw	r1_is_alef	r2_is_yod	r2_is_waw	r3_is_he	r3_is_yod	r3_is_alef	rfinal_is_he	r1_is_guttural	r2_is_guttural	r3_is_guttural	has_resh	is_geminate	is_reduplicated_quadriliteral	has_weak_radical	structural_signature	structural_class	sc_strong	sc_final_he	sc_hollow_candidate	sc_initial_nun	sc_initial_yod_waw	sc_geminate	sc_guttural_containing	sc_quadriliteral	root_orthographic	orthographic_root_group_id	n_lexemes	binyanim	source_primary	source_ids	confidence	quality_tier	quality_flags
RT-4ab3ca8e45	{{שרש3|ש|כ|ח|גזרה=השלמים}}	שׁכח	ש	כ	ח			3			False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	C.C.X	guttural_containing	False	False	False	False	False	False	True	False	שכח	RG-9879714342	2	PAAL|PIEL	hewiktionary	wikt:entry:p43113:r520638:o0:t0|wikt:entry:p43113:r520638:o2093:t0	0.8	SILVER	SHIN_SIN_FROM_FORM|TRADITIONAL_CLASS_NOT_STATED
RT-bd484d73a5	{{שרש3|שׁ|כ|ן|גזרה=השלמים}}	שׁכנ	ש	כ	נ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.N	strong	True	False	False	False	False	False	False	False	שכנ	RG-2ddf1bd202	2	PAAL|PIEL	hewiktionary	wikt:entry:p29312:r520715:o2962:t0|wikt:entry:p29312:r520715:o4405:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-c0fd16c533	{{שרש|שׁלח|שׁ־ל־ח}}, שלמים	שׁלח	ש	ל	ח			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	C.C.X	guttural_containing	False	False	False	False	False	False	True	False	שלח	RG-9cb2b82c06	3	HITPAEL|PAAL|PIEL	hewiktionary	wikt:entry:p2204:r498975:o1576:t0|wikt:entry:p2204:r498975:o15:t0|wikt:entry:p51571:r392967:o0:t0	0.8	SILVER	
RT-a1823ae5ad	{{שרש3|שׁ|ל|ט|גזרה=השלמים}}	שׁלט	ש	ל	ט			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	שלט	RG-b7be9562d9	2	PAAL|PIEL	hewiktionary	wikt:entry:p12214:r520909:o0:t0|wikt:entry:p12214:r520909:o995:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-a8f06c6927	{{שרש|שׁמע|שׁ־מ־ע}}, [[גזרת השלמים]]	שׁמע	ש	מ	ע			3	SHLEMIM	גזרת השלמים	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	C.C.E	guttural_containing	False	False	False	False	False	False	True	False	שמע	RG-47f1d311fd	4	HIFIL|HITPAEL|NIFAL|PAAL	hewiktionary	wikt:conj:p17650:r342932:t0:הפעיל עבר|wikt:conj:p17650:r342932:t0:התפעל עבר|wikt:conj:p17650:r342932:t0:נפעל עבר|wikt:conj:p17650:r342932:t0:נפעל שם הפועל|wikt:conj:p17650:r342932:t0:קל עבר|wikt:conj:p17650:r342932:t0:קל שם הפועל|wikt:entry:p16314:r519779:o46:t0|wikt:entry:p53001:r521752:o0:t0|wikt:entry:p54542:r510256:o0:t0|wikt:entry:p54542:r510256:o572:t0	0.992	GOLD	
RT-37e142a695	{{שרש3|ש|מ|ר|א}}, [[גזרת השלמים]]	שׁמר	ש	מ	ר			3	SHLEMIM	גזרת השלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	שמר	RG-08ba9d6754	4	HITPAEL|PAAL|PIEL|PUAL	hewiktionary	wikt:conj:p17773:r324166:t0:התפעל עבר|wikt:conj:p17773:r324166:t0:התפעל שם הפועל|wikt:conj:p17773:r324166:t0:פועל עבר|wikt:conj:p17773:r324166:t0:פיעל עבר|wikt:conj:p17773:r324166:t0:פיעל שם הפועל|wikt:conj:p17773:r324166:t0:קל עבר|wikt:conj:p17773:r324166:t0:קל שם הפועל|wikt:entry:p17077:r521851:o17:t0	0.988	GOLD	
RT-dd55bfcc2f	{{שרש3|שׁ|פ|ך}}	שׁפכ	ש	פ	כ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	שפכ	RG-6b432e594c	1	PAAL	hewiktionary	wikt:entry:p1480:r523220:o1125:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-8dc04dc006	{{שרש3|שׁ|ר|ק}}	שׁרק	ש	ר	ק			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.C	strong	True	False	False	False	False	False	False	False	שרק	RG-88afe39dc9	1	PAAL	hewiktionary	wikt:entry:p52374:r492761:o86:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-455d28e3c9	{{שרש3|ש|ת|ק}}, [[נספח:גזרת השלמים|גזרת השלמים]]	שׁתק	ש	ת	ק			3	SHLEMIM	גזרת השלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	שתק	RG-d30f21ceb5	7	HIFIL|HITPAEL|HUFAL|NIFAL|PAAL|PIEL|PUAL	hewiktionary	wikt:conj:p42929:r430968:t0:הופעל עבר|wikt:conj:p42929:r430968:t0:הפעיל עבר|wikt:conj:p42929:r430968:t0:הפעיל שם הפועל|wikt:conj:p42929:r430968:t0:התפעל עבר|wikt:conj:p42929:r430968:t0:נפעל עבר|wikt:conj:p42929:r430968:t0:פועל עבר|wikt:conj:p42929:r430968:t0:פיעל עבר|wikt:conj:p42929:r430968:t0:פיעל שם הפועל|wikt:conj:p42929:r430968:t0:קל עבר|wikt:conj:p42929:r430968:t0:קל שם הפועל|wikt:entry:p42920:r520461:o0:t0|wikt:entry:p42920:r520461:o2166:t0|wikt:entry:p42920:r520461:o3668:t0|wikt:entry:p42969:r429892:o0:t0|wikt:entry:p42970:r523088:o0:t0|wikt:entry:p42976:r450482:o0:t0	0.988	GOLD	SHIN_SIN_FROM_FORM
RT-4a421dd7e5	"{{שרש3|שׁ|ת|ה|א}}, [[גזרת נל""י/ה]]"	שׁתה	ש	ת	ה			3	LAMED_YOD_HE	"גזרת נל""י/ה"	False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	True	C.C.H	final_he	False	True	False	False	False	False	True	False	שתה	RG-b67e0c3a89	1	PAAL	hewiktionary	wikt:entry:p23195:r422549:o0:t0	0.8	SILVER	
RT-bdf2cc6bc9	{{שרש3|שׂ|ר|ף|גזרה=השלמים}}	שׂרפ	ש	ר	פ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.C	strong	True	False	False	False	False	False	False	False	שרפ	RG-41b2829b3c	2	NIFAL|PAAL	hewiktionary	wikt:conj:p45235:r495677:t0:נפעל עבר|wikt:conj:p45235:r495677:t0:נפעל שם הפועל|wikt:conj:p45235:r495677:t0:קל עבר|wikt:conj:p45235:r495677:t0:קל שם הפועל|wikt:entry:p42747:r519679:o73:t0	0.988	GOLD	TRADITIONAL_CLASS_NOT_STATED
RT-23d923f72e	ש־נ־ה א	שׁנה	ש	נ	ה			3	LAMED_YOD_HE	"גזרת נל""י ; גזרת נל""י/ה"	False	False	False	False	False	False	True	False	False	True	False	False	True	False	False	False	True	C.N.H	final_he	False	True	False	False	False	False	True	False	שנה	RG-724b2e233d	4	HITPAEL|PAAL|PIEL|PUAL	hewiktionary	wikt:conj:p23936:r266314:t0:קל עבר|wikt:conj:p45366:r271015:t0:התפעל עבר|wikt:conj:p45366:r271015:t0:פועל עבר|wikt:conj:p45366:r271015:t0:פיעל עבר|wikt:conj:p45366:r271015:t0:פיעל שם הפועל|wikt:conj:p45366:r271015:t0:קל עבר|wikt:entry:p14708:r520219:o16:t0|wikt:entry:p14708:r520219:o8748:t0|wikt:entry:p1637:r520335:o0:t0	0.992	GOLD	SHIN_SIN_FROM_FORM
RT-b2b7c059c1	{{שרש3|ת|ב|ל}}	תבל	ת	ב	ל			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	תבל	RG-b2b7c059c1	1	PIEL	hewiktionary	wikt:entry:p45283:r521854:o9322:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-500acc0d68	{{שרש3|ת|ע|ב}}	תעב	ת	ע	ב			3			False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	C.E.C	guttural_containing	False	False	False	False	False	False	True	False	תעב	RG-500acc0d68	1	PIEL	hewiktionary	wikt:entry:p62322:r510908:o1:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-09f4609d71	{{שרש4|ת|ר|ג|ל}}	תרגל	ת	ר	ג	ל		4			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.C.C	quadriliteral	False	False	False	False	False	False	False	True	תרגל	RG-09f4609d71	1	PIEL	hewiktionary	wikt:entry:p53672:r494640:o0:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-b0bd6eef3f	{{שרש3|ת|א|ר}}, [[נספח:גזרת השלמים|גזרת השלמים]]	תאר	ת	א	ר			3	SHLEMIM	גזרת השלמים	False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	C.A.R	guttural_containing	False	False	False	False	False	False	True	False	תאר	RG-b0bd6eef3f	1	PIEL	hewiktionary	wikt:entry:p19325:r522109:o2936:t0	0.8	SILVER	
RT-9f20cd4871	{{שרש3|ת|ב|ע}}	תבע	ת	ב	ע			3			False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	C.C.E	guttural_containing	False	False	False	False	False	False	True	False	תבע	RG-9f20cd4871	1	PAAL	hewiktionary	wikt:entry:p26137:r494691:o0:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-44b2efc88c	{{שרש3|ת|פ|ר}}, [[גזרת השלמים]]	תפר	ת	פ	ר			3	SHLEMIM	גזרת השלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	תפר	RG-44b2efc88c	2	PAAL|PIEL	hewiktionary	wikt:entry:p44549:r511324:o2643:t0|wikt:entry:p44549:r511324:o30:t0	0.8	SILVER	
RT-e784e719a6	{{שרש3|ת|ו|ר}}	תור	ת	ו	ר			3			False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	True	C.W.R	hollow_candidate	False	False	True	False	False	False	False	False	תור	RG-e784e719a6	1	PAAL	hewiktionary	wikt:conj:p43509:r494327:t0:קל עבר|wikt:conj:p43509:r494327:t0:קל שם הפועל|wikt:entry:p57325:r522257:o0:t0	0.988	GOLD	TRADITIONAL_CLASS_NOT_STATED
RT-c17af85e34	{{שרש3|ת|ר|ם}}	תרמ	ת	ר	מ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.C	strong	True	False	False	False	False	False	False	False	תרמ	RG-c17af85e34	1	PAAL	hewiktionary	wikt:conj:p13379:r431716:t0:קל עבר|wikt:conj:p13379:r431716:t0:קל שם הפועל|wikt:entry:p52528:r519640:o0:t0	0.988	GOLD	TRADITIONAL_CLASS_NOT_STATED
RT-79a718adb3	{{שרש|אבזר|א־ב־ז־ר}}, מרובעים	אבזר	א	ב	ז	ר		4	QUADRILITERAL	מרובעים	False	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	True	A.C.C.R	quadriliteral	False	False	False	False	False	False	True	True	אבזר	RG-79a718adb3	1	PIEL	hewiktionary	wikt:entry:p8480:r513694:o1478:t0	0.8	SILVER	
RT-8c6a37f6cb	{{שרש|אדה|א־ד־ה}} נחי פ״א ונחי ל״ה	אדה	א	ד	ה			3	LAMED_YOD_HE	"נחי פ""א ונחי ל""ה"	False	False	False	True	False	False	True	False	False	True	True	False	True	False	False	False	True	A.C.H	final_he	False	True	False	False	False	False	True	False	אדה	RG-8c6a37f6cb	1	PIEL	hewiktionary	wikt:entry:p1237:r478277:o0:t0	0.8	SILVER	
RT-68e78e1d74	{{שרש3|א|ח|ר}}	אחר	א	ח	ר			3			False	False	False	True	False	False	False	False	False	False	True	True	False	True	False	False	True	A.X.R	initial_alef	False	False	False	False	False	False	True	False	אחר	RG-68e78e1d74	2	PAAL|PIEL	hewiktionary	wikt:entry:p53659:r519121:o3419:t0|wikt:entry:p53659:r519121:o3882:t0|wikt:entry:p53659:r519121:o5355:t0	0.96	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-996e839e41	{{שרש3|א|י|ם}}, [[גזרת השלמים]]	אימ	א	י	מ			3	SHLEMIM	גזרת השלמים	False	False	False	True	True	False	False	False	False	False	True	False	False	False	False	False	True	A.Y.C	hollow_candidate	False	False	True	False	False	False	True	False	אימ	RG-996e839e41	1	PIEL	hewiktionary	wikt:entry:p29680:r520534:o0:t0	0.8	SILVER	
RT-2e46592219	{{שרש3|א|ל|ף|גזרה=השלמים}}	אלפ	א	ל	פ			3			False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	A.C.C	initial_alef	False	False	False	False	False	False	True	False	אלפ	RG-2e46592219	1	PIEL	hewiktionary	wikt:entry:p14899:r514066:o74:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-0f504e79bf	{{שרש3|א|מ|ץ}}	אמצ	א	מ	צ			3			False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	A.C.C	initial_alef	False	False	False	False	False	False	True	False	אמצ	RG-0f504e79bf	2	HITPAEL|PIEL	hewiktionary	wikt:entry:p23605:r384188:o0:t0|wikt:entry:p9120:r519257:o1343:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-ed7ce174a1	{{שרש3|א|שׁ|ר|גזרה=השלמים}}	אשׁר	א	ש	ר			3			False	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	True	A.C.R	initial_alef	False	False	False	False	False	False	True	False	אשר	RG-a8a656b62c	2	HITPAEL|PIEL	hewiktionary	wikt:entry:p58534:r414246:o0:t0|wikt:entry:p9122:r516945:o3174:t0|wikt:entry:p9122:r516945:o4762:t0	0.96	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-2a723334d2	{{שרש3|א|ב|ל}}	אבל	א	ב	ל			3			False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	A.C.C	initial_alef	False	False	False	False	False	False	True	False	אבל	RG-2a723334d2	1	PAAL	hewiktionary	wikt:entry:p8972:r466680:o3534:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-3c9fe32bc1	"{{שרש3|א|ב|ה}},[[גזרת נפ""א]] ו[[גזרת נל""י/ה]]"	אבה	א	ב	ה			3	LAMED_YOD_HE+PE_ALEF	"גזרת נפ""א ; גזרת נל""י/ה"	False	False	False	True	False	False	True	False	False	True	True	False	True	False	False	False	True	A.C.H	final_he	False	True	False	False	False	False	True	False	אבה	RG-3c9fe32bc1	1	PAAL	hewiktionary	wikt:conj:p16603:r516507:t0:קל עבר|wikt:conj:p16603:r516507:t0:קל שם הפועל|wikt:entry:p6687:r516521:o0:t0	0.988	GOLD	
RT-062f24eb61	{{שרש3|א|ה|ד}}	אהד	א	ה	ד			3			False	False	False	True	False	False	False	False	False	False	True	True	False	False	False	False	True	A.H.C	initial_alef	False	False	False	False	False	False	True	False	אהד	RG-062f24eb61	1	PAAL	hewiktionary	wikt:entry:p54399:r521196:o0:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-accf9f3965	{{שרש3|א|ז|ל}}	אזל	א	ז	ל			3			False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	A.C.C	initial_alef	False	False	False	False	False	False	True	False	אזל	RG-accf9f3965	1	PAAL	hewiktionary	wikt:entry:p53456:r474689:o96:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-96d448a7eb	{{שרש3|א|מ|ד}}	אמד	א	מ	ד			3			False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	A.C.C	initial_alef	False	False	False	False	False	False	True	False	אמד	RG-96d448a7eb	1	PAAL	hewiktionary	wikt:entry:p52898:r500489:o3:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-80d7c0c687	"{{שרש|אנס|א־נ־ס}}, שלמים פ""ג"	אנס	א	נ	ס			3	SHLEMIM	"שלמים פ""ג"	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	A.N.C	initial_alef	False	False	False	False	False	False	True	False	אנס	RG-80d7c0c687	2	NIFAL|PAAL	hewiktionary	wikt:conj:p18087:r389066:t0:נפעל עבר|wikt:conj:p18087:r389066:t0:קל עבר|wikt:entry:p60796:r516864:o1:t0|wikt:entry:p7492:r514033:o1597:t0	0.96	SILVER	
RT-9127bc741e	"{{שרש|אסף|א־ס־ף}},  [[גזרת השלמים]], [[פ""ג]]"	אספ	א	ס	פ			3	SHLEMIM	גזרת השלמים	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	A.C.C	initial_alef	False	False	False	False	False	False	True	False	אספ	RG-9127bc741e	2	HITPAEL|PAAL	hewiktionary	wikt:conj:p56612:r385324:t0:התפעל עבר|wikt:conj:p56612:r385324:t0:התפעל שם הפועל|wikt:conj:p56612:r385324:t0:קל עבר|wikt:entry:p13879:r520587:o91:t0	0.96	SILVER	
RT-a0c8ef900f	{{שרש3|א|ס|ר}}	אסר	א	ס	ר			3			False	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	True	A.C.R	initial_alef	False	False	False	False	False	False	True	False	אסר	RG-a0c8ef900f	1	PAAL	hewiktionary	wikt:entry:p50431:r512095:o17:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-ba717fa707	"{{שרש3|א|פ|ה|א|גזרה=נפ""א}} ו[[גזרת נל""י/ה]]"	אפה	א	פ	ה			3	LAMED_YOD_HE	"גזרת נל""י/ה"	False	False	False	True	False	False	True	False	False	True	True	False	True	False	False	False	True	A.C.H	final_he	False	True	False	False	False	False	True	False	אפה	RG-ba717fa707	1	PAAL	hewiktionary	wikt:conj:p30420:r294344:t0:קל עבר|wikt:conj:p30420:r294344:t0:קל שם הפועל|wikt:entry:p30416:r455416:o0:t0	0.988	SILVER	
RT-eb23769807	{{שרש3|א|ר|ב}}	ארב	א	ר	ב			3			False	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	True	A.R.C	initial_alef	False	False	False	False	False	False	True	False	ארב	RG-eb23769807	1	PAAL	hewiktionary	wikt:conj:p32737:r264969:t0:קל עבר|wikt:conj:p32737:r264969:t0:קל שם הפועל|wikt:entry:p54307:r512152:o0:t0	0.988	GOLD	TRADITIONAL_CLASS_NOT_STATED
RT-3cd61da61c	{{שרש3|א|ר|ז}}	ארז	א	ר	ז			3			False	False	False	True	False	False	False	False	False	False	True	False	False	True	False	False	True	A.R.C	initial_alef	False	False	False	False	False	False	True	False	ארז	RG-3cd61da61c	1	PAAL	hewiktionary	wikt:entry:p19194:r512447:o3841:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-3a80f107fe	{{שרש3|א|ר|ח|גזרה=השלמים}}	ארח	א	ר	ח			3			False	False	False	True	False	False	False	False	False	False	True	False	True	True	False	False	True	A.R.X	initial_alef	False	False	False	False	False	False	True	False	ארח	RG-3a80f107fe	2	PAAL|PIEL	hewiktionary	wikt:entry:p15027:r521125:o2491:t0|wikt:entry:p15027:r521125:o3078:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-719c2eea4c	א־ב־ח־ן	אבחנ	א	ב	ח	נ		4			False	False	False	True	False	False	False	False	False	False	True	False	True	False	False	False	True	A.C.X.N	quadriliteral	False	False	False	False	False	False	True	True	אבחנ	RG-719c2eea4c	1	PUAL	hewiktionary	wikt:conj:p52543:r486915:t0:פועל עבר	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-424bcd663a	{{שרש4|א|מ|ל|ל}}	אמלל	א	מ	ל	ל		4			False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	True	A.C.C.C	quadriliteral	False	False	False	False	False	False	True	True	אמלל	RG-424bcd663a	2	PIEL|PUAL	hewiktionary	wikt:entry:p46534:r516133:o0:t0|wikt:entry:p46534:r516133:o3032:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-8a48fd2611	"{{שרש3|א|ו|ר||גזרה=נע""ו/י}}"	אור	א	ו	ר			3	AYIN_WAW_YOD	"גזרת נע""ו/י"	False	False	False	True	False	True	False	False	False	False	True	False	False	True	False	False	True	A.W.R	hollow_candidate	False	False	True	False	False	False	True	False	אור	RG-8a48fd2611	3	HIFIL|PAAL|PIEL	hewiktionary	wikt:conj:p31944:r408780:t0:הפעיל עבר|wikt:conj:p31944:r408780:t0:הפעיל שם הפועל|wikt:conj:p31944:r408780:t0:פיעל עבר|wikt:conj:p31944:r408780:t0:קל עבר|wikt:entry:p1932:r522170:o3929:t0|wikt:entry:p31947:r496031:o0:t0|wikt:entry:p5848:r514946:o1615:t0	0.988	GOLD	
RT-212f9c7252	א־ת־ת	אתת	א	ת	ת			3			False	False	False	True	False	False	False	False	False	False	True	False	False	False	True	False	True	A.C.C+GEM	geminate	False	False	False	False	False	True	True	False	אתת	RG-212f9c7252	1	PIEL	hewiktionary	wikt:conj:p56185:r380736:t0:פיעל עבר|wikt:conj:p56185:r380736:t0:פיעל שם הפועל	0.94	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-bc33dc636d	{{שרש3|ב|ד|ח}}	בדח	ב	ד	ח			3			False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	C.C.X	guttural_containing	False	False	False	False	False	False	True	False	בדח	RG-bc33dc636d	1	PIEL	hewiktionary	wikt:entry:p55575:r522565:o0:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-9bd80e0705	{{שרש3|ב|ד|ל}}, גזרת השלמים	בדל	ב	ד	ל			3	SHLEMIM	גזרת השלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בדל	RG-9bd80e0705	4	HIFIL|NIFAL|PAAL|PIEL	hewiktionary	wikt:conj:p45360:r497783:t0:הפעיל עבר|wikt:conj:p45360:r497783:t0:הפעיל שם הפועל|wikt:conj:p45360:r497783:t0:נפעל עבר|wikt:conj:p45360:r497783:t0:פיעל עבר|wikt:conj:p45360:r497783:t0:פיעל שם הפועל|wikt:conj:p45360:r497783:t0:קל עבר|wikt:entry:p18712:r327262:o0:t0|wikt:entry:p20672:r398639:o1425:t0|wikt:entry:p20672:r398639:o940:t0	0.988	GOLD	
RT-9e6e0945ac	{{שרש4|ב|ז|ב|ז}}	בזבז	ב	ז	ב	ז		4			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	C.C.C.C	quadriliteral	False	False	False	False	False	False	False	True	בזבז	RG-9e6e0945ac	1	PIEL	hewiktionary	wikt:entry:p53857:r513531:o0:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-11c72b4478	{{שרש3|ב|כ|ר||גזרה=השלמים}}	בכר	ב	כ	ר			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	בכר	RG-11c72b4478	1	PIEL	hewiktionary	wikt:entry:p12369:r478621:o16:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-f02a88ab37	{{שרש3|ב|צ|ע}}, [[גזרת השלמים]]	בצע	ב	צ	ע			3	SHLEMIM	גזרת השלמים	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	C.C.E	guttural_containing	False	False	False	False	False	False	True	False	בצע	RG-f02a88ab37	1	PIEL	hewiktionary	wikt:entry:p43459:r522343:o16:t0	0.8	SILVER	
RT-97980aa9f9	ב־ק־ע	בקע	ב	ק	ע			3			False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	C.C.E	guttural_containing	False	False	False	False	False	False	True	False	בקע	RG-97980aa9f9	2	PAAL|PIEL	hewiktionary	wikt:conj:p52592:r318255:t0:פיעל עבר|wikt:conj:p52592:r318255:t0:פיעל שם הפועל|wikt:conj:p52592:r318255:t0:קל עבר|wikt:conj:p52592:r318255:t0:קל שם הפועל|wikt:entry:p52579:r510129:o0:t0	0.988	GOLD	TRADITIONAL_CLASS_NOT_STATED
RT-02c0c71ca9	{{שרש3|ב|ק|ש}}	בקשׁ	ב	ק	ש			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בקש	RG-3fd505ad27	1	PIEL	hewiktionary	wikt:entry:p51918:r518220:o0:t0	0.8	SILVER	SHIN_SIN_FROM_FORM|TRADITIONAL_CLASS_NOT_STATED
RT-f22bfbab3b	{{שרש|בשׂר א|ב־שׂ־ר <small>א</small>}}, שלמים	בשׂר	ב	ש	ר			3	SHLEMIM	שלמים	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.C.R	strong	True	False	False	False	False	False	False	False	בשר	RG-b3b8e9736e	2	HITPAEL|PIEL	hewiktionary	wikt:entry:p54534:r510260:o0:t0|wikt:entry:p54534:r510260:o920:t0|wikt:entry:p7539:r521753:o3362:t0	0.96	SILVER	
RT-238504167d	{{שרש3|ב|א|ר}}	באר	ב	א	ר			3			False	False	False	False	False	False	False	False	False	False	False	True	False	True	False	False	False	C.A.R	guttural_containing	False	False	False	False	False	False	True	False	באר	RG-238504167d	1	PIEL	hewiktionary	wikt:entry:p16720:r508406:o2207:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-63d608cb18	{{שרש3|ב|ר|ך}}	ברכ	ב	ר	כ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	C.R.C	strong	True	False	False	False	False	False	False	False	ברכ	RG-63d608cb18	2	PIEL|PUAL	hewiktionary	wikt:conj:p23610:r520796:t0:פועל עבר|wikt:conj:p23610:r520796:t0:פיעל עבר|wikt:conj:p23610:r520796:t0:פיעל שם הפועל|wikt:entry:p19551:r522199:o2045:t0	0.988	GOLD	TRADITIONAL_CLASS_NOT_STATED
RT-800815ca69	"{{שרש3|ב|ו|ז|גזרה=נע""ו/י}}"	בוז	ב	ו	ז			3			False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	True	C.W.C	hollow_candidate	False	False	True	False	False	False	False	False	בוז	RG-800815ca69	1	PAAL	hewiktionary	wikt:entry:p29277:r518082:o2682:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
RT-815a4614ce	{{שרש3|ב|ל|ם}}	בלמ	ב	ל	מ			3			False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	C.C.C	strong	True	False	False	False	False	False	False	False	בלמ	RG-815a4614ce	1	PAAL	hewiktionary	wikt:entry:p56215:r411255:o0:t0	0.8	SILVER	TRADITIONAL_CLASS_NOT_STATED
