view	split	strategy	seed	partition	examples_voc	examples_unv	pair_ids	forms	lexemes	roots	orthographic_root_groups	root_binyan_pairs	targets_identical_to_an_exposed_form_voc	targets_identical_to_an_exposed_form_unv
past_reinflection	tradclass_PE_NUN_seed2	class_ood	2	excluded	3341	3325	3341	3341	421	348	347	421		
past_reinflection	tradclass_PE_YOD_WAW_seed2	class_ood	2	train	2791	2759	2791	2791	352	215	214	352		
past_reinflection	tradclass_PE_YOD_WAW_seed2	class_ood	2	dev	246	246	246	246	32	22	22	32		
past_reinflection	tradclass_PE_YOD_WAW_seed2	class_ood	2	test	216	200	216	216	27	14	14	27		
past_reinflection	tradclass_PE_YOD_WAW_seed2	class_ood	2	excluded	3341	3325	3341	3341	421	348	347	421		
past_reinflection	tradclass_PE_ALEF_seed2	class_ood	2	train	2879	2831	2879	2879	363	227	226	363		
past_reinflection	tradclass_PE_ALEF_seed2	class_ood	2	dev	270	270	270	270	35	18	18	35		
past_reinflection	tradclass_PE_ALEF_seed2	class_ood	2	test	104	104	104	104	13	6	6	13		
past_reinflection	tradclass_PE_ALEF_seed2	class_ood	2	excluded	3341	3325	3341	3341	421	348	347	421		
past_reinflection	tradclass_AYIN_WAW_YOD_seed2	class_ood	2	train	2667	2619	2667	2667	334	200	199	334		
past_reinflection	tradclass_AYIN_WAW_YOD_seed2	class_ood	2	dev	217	217	217	217	29	17	17	29		
past_reinflection	tradclass_AYIN_WAW_YOD_seed2	class_ood	2	test	369	369	369	369	48	34	34	48		
past_reinflection	tradclass_AYIN_WAW_YOD_seed2	class_ood	2	excluded	3341	3325	3341	3341	421	348	347	421		
past_reinflection	tradclass_AYIN_AYIN_seed2	class_ood	2	train	2770	2722	2770	2770	350	213	212	350		
past_reinflection	tradclass_AYIN_AYIN_seed2	class_ood	2	dev	331	331	331	331	42	22	22	42		
past_reinflection	tradclass_AYIN_AYIN_seed2	class_ood	2	test	152	152	152	152	19	16	16	19		
past_reinflection	tradclass_AYIN_AYIN_seed2	class_ood	2	excluded	3341	3325	3341	3341	421	348	347	421		
past_reinflection	tradclass_LAMED_YOD_HE_seed2	class_ood	2	train	2578	2546	2578	2578	326	200	199	326		
past_reinflection	tradclass_LAMED_YOD_HE_seed2	class_ood	2	dev	331	315	331	331	42	26	26	42		
past_reinflection	tradclass_LAMED_YOD_HE_seed2	class_ood	2	test	344	344	344	344	43	25	25	43		
past_reinflection	tradclass_LAMED_YOD_HE_seed2	class_ood	2	excluded	3341	3325	3341	3341	421	348	347	421		
past_reinflection	tradclass_LAMED_ALEF_seed2	class_ood	2	train	2749	2717	2749	2749	348	217	216	348		
past_reinflection	tradclass_LAMED_ALEF_seed2	class_ood	2	dev	296	280	296	296	37	23	23	37		
past_reinflection	tradclass_LAMED_ALEF_seed2	class_ood	2	test	208	208	208	208	26	11	11	26		
past_reinflection	tradclass_LAMED_ALEF_seed2	class_ood	2	excluded	3341	3325	3341	3341	421	348	347	421		
past_reinflection	tradclass_QUADRILITERAL_seed2	class_ood	2	train	2885	2837	2885	2885	365	220	219	365		
past_reinflection	tradclass_QUADRILITERAL_seed2	class_ood	2	dev	312	312	312	312	39	25	25	39		
past_reinflection	tradclass_QUADRILITERAL_seed2	class_ood	2	test	56	56	56	56	7	6	6	7		
past_reinflection	tradclass_QUADRILITERAL_seed2	class_ood	2	excluded	3341	3325	3341	3341	421	348	347	421		
full_paradigm	cell_k2_seed0	cell_k	0	train	1636	1620	1636	1636	818	589	587	818		
full_paradigm	cell_k2_seed0	cell_k	0	dev	1148	1148	1148	574	82	78	78	82	0.0	64.0
full_paradigm	cell_k2_seed0	cell_k	0	test	10304	10192	10304	5152	736	544	542	736	0.0	372.0
full_paradigm	cell_k2_seed0	cell_k	0	excluded	45808	45360	45808	7362	818	589	587	818		
full_paradigm	cell_k4_seed0	cell_k	0	train	9816	9720	9816	3272	818	589	587	818		
full_paradigm	cell_k4_seed0	cell_k	0	dev	1640	1640	1640	410	82	81	81	82	0.0	200.0
full_paradigm	cell_k4_seed0	cell_k	0	test	14720	14560	14720	3680	736	537	535	736	0.0	1692.0
full_paradigm	cell_k4_seed0	cell_k	0	excluded	32720	32400	32720	7362	818	589	587	818		
full_paradigm	cell_k6_seed0	cell_k	0	train	24540	24300	24540	4908	818	589	587	818		
full_paradigm	cell_k6_seed0	cell_k	0	dev	1476	1476	1476	246	82	82	82	82	0.0	288.0
full_paradigm	cell_k6_seed0	cell_k	0	test	13248	13104	13248	2208	736	544	543	736	0.0	2514.0
full_paradigm	cell_k6_seed0	cell_k	0	excluded	19632	19440	19632	7362	818	589	587	818		
full_paradigm	cell_k8_seed0	cell_k	0	train	45808	45360	45808	6544	818	589	587	818		
full_paradigm	cell_k8_seed0	cell_k	0	dev	656	648	656	82	82	80	80	82	0.0	168.0
full_paradigm	cell_k8_seed0	cell_k	0	test	5888	5832	5888	736	736	539	537	736	0.0	1464.0
full_paradigm	cell_k8_seed0	cell_k	0	excluded	6544	6480	6544	6544	818	589	587	818		
full_paradigm	cell_k2_seed1	cell_k	1	train	1636	1620	1636	1636	818	589	587	818		
full_paradigm	cell_k2_seed1	cell_k	1	dev	1148	1134	1148	574	82	76	76	82	0.0	48.0
full_paradigm	cell_k2_seed1	cell_k	1	test	10304	10206	10304	5152	736	550	548	736	0.0	416.0
full_paradigm	cell_k2_seed1	cell_k	1	excluded	45808	45360	45808	7362	818	589	587	818		
full_paradigm	cell_k4_seed1	cell_k	1	train	9816	9720	9816	3272	818	589	587	818		
full_paradigm	cell_k4_seed1	cell_k	1	dev	1640	1620	1640	410	82	81	81	82	0.0	140.0
full_paradigm	cell_k4_seed1	cell_k	1	test	14720	14580	14720	3680	736	535	534	736	0.0	1640.0
full_paradigm	cell_k4_seed1	cell_k	1	excluded	32720	32400	32720	7362	818	589	587	818		
full_paradigm	cell_k6_seed1	cell_k	1	train	24540	24300	24540	4908	818	589	587	818		
full_paradigm	cell_k6_seed1	cell_k	1	dev	1476	1458	1476	246	82	81	81	82	0.0	276.0
full_paradigm	cell_k6_seed1	cell_k	1	test	13248	13122	13248	2208	736	541	540	736	0.0	2436.0
full_paradigm	cell_k6_seed1	cell_k	1	excluded	19632	19440	19632	7362	818	589	587	818		
full_paradigm	cell_k8_seed1	cell_k	1	train	45808	45360	45808	6544	818	589	587	818		
full_paradigm	cell_k8_seed1	cell_k	1	dev	656	648	656	82	82	81	81	82	0.0	176.0
full_paradigm	cell_k8_seed1	cell_k	1	test	5888	5832	5888	736	736	542	540	736	0.0	1448.0
full_paradigm	cell_k8_seed1	cell_k	1	excluded	6544	6480	6544	6544	818	589	587	818		
full_paradigm	cell_k2_seed2	cell_k	2	train	1636	1620	1636	1636	818	589	587	818		
full_paradigm	cell_k2_seed2	cell_k	2	dev	1148	1148	1148	574	82	78	78	82	0.0	44.0
full_paradigm	cell_k2_seed2	cell_k	2	test	10304	10192	10304	5152	736	554	552	736	0.0	372.0
full_paradigm	cell_k2_seed2	cell_k	2	excluded	45808	45360	45808	7362	818	589	587	818		
full_paradigm	cell_k4_seed2	cell_k	2	train	9816	9720	9816	3272	818	589	587	818		
full_paradigm	cell_k4_seed2	cell_k	2	dev	1640	1620	1640	410	82	79	79	82	0.0	204.0
full_paradigm	cell_k4_seed2	cell_k	2	test	14720	14580	14720	3680	736	549	547	736	0.0	1580.0
full_paradigm	cell_k4_seed2	cell_k	2	excluded	32720	32400	32720	7362	818	589	587	818		
full_paradigm	cell_k6_seed2	cell_k	2	train	24540	24300	24540	4908	818	589	587	818		
full_paradigm	cell_k6_seed2	cell_k	2	dev	1476	1476	1476	246	82	78	78	82	0.0	330.0
full_paradigm	cell_k6_seed2	cell_k	2	test	13248	13104	13248	2208	736	545	544	736	0.0	2238.0
full_paradigm	cell_k6_seed2	cell_k	2	excluded	19632	19440	19632	7362	818	589	587	818		
full_paradigm	cell_k8_seed2	cell_k	2	train	45808	45360	45808	6544	818	589	587	818		
full_paradigm	cell_k8_seed2	cell_k	2	dev	656	656	656	82	82	79	79	82	0.0	216.0
full_paradigm	cell_k8_seed2	cell_k	2	test	5888	5824	5888	736	736	545	543	736	0.0	1480.0
full_paradigm	cell_k8_seed2	cell_k	2	excluded	6544	6480	6544	6544	818	589	587	818		
full_paradigm	cell_k2_seed3	cell_k	3	train	1636	1620	1636	1636	818	589	587	818		
full_paradigm	cell_k2_seed3	cell_k	3	dev	1148	1134	1148	574	82	79	79	82	0.0	36.0
full_paradigm	cell_k2_seed3	cell_k	3	test	10304	10206	10304	5152	736	543	543	736	0.0	360.0
full_paradigm	cell_k2_seed3	cell_k	3	excluded	45808	45360	45808	7362	818	589	587	818		
full_paradigm	cell_k4_seed3	cell_k	3	train	9816	9720	9816	3272	818	589	587	818		
full_paradigm	cell_k4_seed3	cell_k	3	dev	1640	1620	1640	410	82	79	79	82	0.0	172.0
full_paradigm	cell_k4_seed3	cell_k	3	test	14720	14580	14720	3680	736	543	541	736	0.0	1536.0
full_paradigm	cell_k4_seed3	cell_k	3	excluded	32720	32400	32720	7362	818	589	587	818		
full_paradigm	cell_k6_seed3	cell_k	3	train	24540	24300	24540	4908	818	589	587	818		
full_paradigm	cell_k6_seed3	cell_k	3	dev	1476	1476	1476	246	82	78	78	82	0.0	240.0
full_paradigm	cell_k6_seed3	cell_k	3	test	13248	13104	13248	2208	736	543	542	736	0.0	2274.0
full_paradigm	cell_k6_seed3	cell_k	3	excluded	19632	19440	19632	7362	818	589	587	818		
full_paradigm	cell_k8_seed3	cell_k	3	train	45808	45360	45808	6544	818	589	587	818		
full_paradigm	cell_k8_seed3	cell_k	3	dev	656	640	656	82	82	80	80	82	0.0	208.0
full_paradigm	cell_k8_seed3	cell_k	3	test	5888	5840	5888	736	736	539	537	736	0.0	1608.0
full_paradigm	cell_k8_seed3	cell_k	3	excluded	6544	6480	6544	6544	818	589	587	818		
full_paradigm	cell_k2_seed4	cell_k	4	train	1636	1620	1636	1636	818	589	587	818		
full_paradigm	cell_k2_seed4	cell_k	4	dev	1148	1134	1148	574	82	80	80	82	0.0	42.0
full_paradigm	cell_k2_seed4	cell_k	4	test	10304	10206	10304	5152	736	545	543	736	0.0	404.0
full_paradigm	cell_k2_seed4	cell_k	4	excluded	45808	45360	45808	7362	818	589	587	818		
full_paradigm	cell_k4_seed4	cell_k	4	train	9816	9720	9816	3272	818	589	587	818		
full_paradigm	cell_k4_seed4	cell_k	4	dev	1640	1640	1640	410	82	82	82	82	0.0	192.0
full_paradigm	cell_k4_seed4	cell_k	4	test	14720	14560	14720	3680	736	546	545	736	0.0	1588.0
full_paradigm	cell_k4_seed4	cell_k	4	excluded	32720	32400	32720	7362	818	589	587	818		
full_paradigm	cell_k6_seed4	cell_k	4	train	24540	24300	24540	4908	818	589	587	818		
full_paradigm	cell_k6_seed4	cell_k	4	dev	1476	1458	1476	246	82	80	80	82	0.0	270.0
full_paradigm	cell_k6_seed4	cell_k	4	test	13248	13122	13248	2208	736	549	547	736	0.0	2436.0
full_paradigm	cell_k6_seed4	cell_k	4	excluded	19632	19440	19632	7362	818	589	587	818		
full_paradigm	cell_k8_seed4	cell_k	4	train	45808	45360	45808	6544	818	589	587	818		
full_paradigm	cell_k8_seed4	cell_k	4	dev	656	640	656	82	82	80	80	82	0.0	152.0
full_paradigm	cell_k8_seed4	cell_k	4	test	5888	5840	5888	736	736	540	539	736	0.0	1600.0
full_paradigm	cell_k8_seed4	cell_k	4	excluded	6544	6480	6544	6544	818	589	587	818		
