record_id	record_type	lemma	source_primary	quality_tier	missing_fields	details
LX-bdcb07aa12	lexeme	נִפְתָּה	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-caac389562	lexeme	דָּאַב	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-fa6f665b58	lexeme	פִּלֵּא	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-27a63a3b00	lexeme	דָּוָה	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-dc46c3147e	lexeme	אָזַק	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-d4426dd0b2	lexeme	צָפַן	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-9362848116	lexeme	הֵפִיק	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-089e6da768	lexeme	הִפְלִיג	hewiktionary	SILVER	lemma_unvocalized	WIKTIONARY_ONLY
LX-69807701ae	lexeme	נִמְנַע	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-93dc7a5c95	lexeme	שִׁהָה	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-8e6a60d599	lexeme	פִּמְפֵּם	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-7f57b52b28	lexeme	תֻּכָּה	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-8d520f65b0	lexeme	זִנֵּק	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-ca8f4c87a2	lexeme	שְׁנוֹרֵר	hewiktionary	SILVER	lemma_unvocalized	WIKTIONARY_ONLY
LX-2a960d764f	lexeme	הִתְבַּשֵֹר	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-a4420ab428	lexeme	הִלְחִית	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-5e44df6bb0	lexeme	הִשְׁתַּמֵּעַ	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-75e28b90c8	lexeme	הִכְאָה	hewiktionary	SILVER	lemma_unvocalized|gloss_en	WIKTIONARY_ONLY
LX-2a89379a7e	lexeme	נִכְאָה	hewiktionary	SILVER	lemma_unvocalized	WIKTIONARY_ONLY
LX-1a89b6e248	lexeme	נוֹבֵב	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-2c78909878	lexeme	נִבְצַר	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-15847ca93f	lexeme	גָּעַר	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-0bf09b1daa	lexeme	גָּּדַד	hewiktionary	QUESTIONABLE	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-21c001ee27	lexeme	גָּדַד	hewiktionary	QUESTIONABLE	infinitive_vocalized	WIKTIONARY_ONLY
LX-102d32e4c7	lexeme	הִמְלִיט	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-c1f97768fb	lexeme	כָּפַף	hewiktionary	SILVER	lemma_unvocalized	WIKTIONARY_ONLY
LX-566f27d681	lexeme	גַָּעַשׁ	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-673a419aee	lexeme	רָבַץ	hewiktionary	SILVER	lemma_unvocalized	WIKTIONARY_ONLY
LX-08db6fc647	lexeme	חִבְלֵל	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-7919d7c6ca	lexeme	פָּצַח	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-9190afef64	lexeme	פִּצֵּחַ	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-dc8eebefc4	lexeme	כָּמַשׁ	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-0795a1c119	lexeme	נִקֵּר	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-0d07759dd4	lexeme	שָׁזַר	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-eec3a0c68f	lexeme	חָשַׁשׁ	hewiktionary	QUESTIONABLE	infinitive_vocalized	WIKTIONARY_ONLY
LX-a07022db8f	lexeme	גָּהַר	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-8c939c8672	lexeme	טֵרֵר	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-ee29d7438a	lexeme	עָתַק	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-fa96b3af27	lexeme	הִלְעִיב	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-cbb932820c	lexeme	בִּתֵּק	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-1cbc6e2291	lexeme	גָּלַשׁ	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-2747b85b0e	lexeme	טִלְפֵּן	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-fa857169fb	lexeme	הִתְעַלֵּם	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-67b25fddbe	lexeme	נָבַע	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-21b9ecf50d	lexeme	נִבְעָה	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-58e50a47a6	lexeme	סִמֵּם	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-3871f04fb2	lexeme	חִרְטֵט	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-662377e257	lexeme	חָרַט	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-e9ac96c0bc	lexeme	גָּרַע	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-bf99f85763	lexeme	גֵּרֵעַ	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-be33959bf5	lexeme	כִּעֵר	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-557865dae9	lexeme	רָטַט	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-7173151157	lexeme	זִנָּה	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-b65dd7f500	lexeme	חִשֵּׁל	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-8068ce2be5	lexeme	חָשַׁל	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-1a40e082a6	lexeme	לָגַם	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-9a701f9456	lexeme	נָחָה	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-4c102df746	lexeme	גָּמַע	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-af71559f30	lexeme	גִּמֵּעַ	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-2b9f6bbe71	lexeme	חָנַךְ	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-5040654f2c	lexeme	שִׁנֵּס	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-d76390843f	lexeme	עִנֵּג	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-5e270e4bf5	lexeme	חָסַם	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-af85acdf1f	lexeme	חִסֵּם	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-db47fba3b9	lexeme	פִנְטֵז	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-ad801439aa	lexeme	שָׁעַט	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-4907cb3861	lexeme	קִנֵּב	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-108c5318ac	lexeme	תָּחַב	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-1f1a2f125d	lexeme	שָׁתַע	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-7a2577c542	lexeme	שִׁתַּע	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-e77325478c	lexeme	דָּחַס	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-cf2ec64cd0	lexeme	פִּטְפֵּט	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-0055a37845	lexeme	הִסָּה	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-500c25cfd2	lexeme	פִּשֵֹק	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-de5a04b36e	lexeme	דָּלַג	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-30eaa6ec2b	lexeme	דִּלֵּג	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-99c5da4d60	lexeme	הֶחֱשָׁה	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-94b186b5b7	lexeme	רָצַף	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-04a06a4bf1	lexeme	רִצֵּף	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-66d571ebbe	lexeme	נוֹאַשׁ	hewiktionary	SILVER	lemma_unvocalized|gloss_en	WIKTIONARY_ONLY
LX-70158a79ac	lexeme	יִאֵשׁ	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-2dfeecc811	lexeme	פָּסַק	hewiktionary	SILVER	lemma_unvocalized|gloss_en	WIKTIONARY_ONLY
LX-324bf7cccf	lexeme	פִּסֵּק	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-518983d9a7	lexeme	נִרְצָף	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-d87ade6c5d	lexeme	חָרַץ	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-acb8557198	lexeme	גִּהֵץ	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-55afd13e12	lexeme	נָהָה	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-5982d9b8bc	lexeme	עִטֵּשׁ	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-3ad98f0ab7	lexeme	שָׁאַף	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-1590e73dc8	lexeme	גָּבַל	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-205fc76ae0	lexeme	גִּבֵּל	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-a6ffb9cf53	lexeme	הִשְׁתַּרְבֵּב	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-cdc98d5f9f	lexeme	שִׁרְבֵּב	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-d6cda2335d	lexeme	הִכְתִיב	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-7a60c926a3	lexeme	לָעַג	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-16b3c0854b	lexeme	לָטַף	hewiktionary	SILVER	lemma_unvocalized|gloss_en	WIKTIONARY_ONLY
LX-21cdf102b6	lexeme	אִכֵּן	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-4d4221d3d3	lexeme	כִּדְּרֵר	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-5f78e3e614	lexeme	גָּזַז	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-932186c0a1	lexeme	חִלֵּן	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-ced0e2316c	lexeme	פִדֵּחַ	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-8444660d36	lexeme	הִמְחִישׁ	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-c80096cb4a	lexeme	הִמְחִיז	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-a52ac1a88c	lexeme	כָּסַס	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-eb5ea0e29d	lexeme	שֵׂרֵךְ	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-28401c0ba2	lexeme	שָׂרַךְ	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-0e05fff14b	lexeme	עִפֵּשׁ	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-09135174a0	lexeme	רָקַב	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-0a6d4e5e33	lexeme	חִבֵּב	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-80a15e9d74	lexeme	הָמַם	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-1bcf7da9c7	lexeme	הִמֵּם	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-71d1844571	lexeme	פָּתַת	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-a765e2e1d3	lexeme	שָׁאט	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-1b12b4f1aa	lexeme	הִפְצִיר	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-15874fd734	lexeme	פָּצַר	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-e027bca174	lexeme	זִגְזֵג	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-a090356050	lexeme	רָעַד	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-bf35288856	lexeme	דָּלַל	hewiktionary	QUESTIONABLE	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-cff2aa36cf	lexeme	דִּלֵּל	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-48b619fe93	lexeme	נִפֵּק	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-24f23683ee	lexeme	פָּק	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-32ada5a698	lexeme	שָׁאַב	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-8c6b6a89ee	lexeme	גִּחֵךְ	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-9e23c4570d	lexeme	עָרַל	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-da855fd4fe	lexeme	רֻטֲפַשׁ	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-522367b15b	lexeme	עָדָה	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-d9390efea7	lexeme	מָג	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-314ea16d5d	lexeme	סָחַב	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-d87777e6e6	lexeme	נָתַשׁ	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-89db438309	lexeme	נִתַּשׁ	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-979e8864e4	lexeme	כָּפַת	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-e5e0f93d5b	lexeme	אִלֵּץ	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-3defd9e540	lexeme	שָׁלָה	hewiktionary	QUESTIONABLE	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-79fc5bc4c1	lexeme	שָׁלָה	hewiktionary	QUESTIONABLE	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-9cd765a300	lexeme	לִפֵּף	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-c03886fbc8	lexeme	קָרַץ	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-5c417065b3	lexeme	קֹרַץ	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-1ad746bced	lexeme	צָמַק	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-b9c5cb139a	lexeme	צִמֵּק	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-7d2269343d	lexeme	נִצְרָב	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-da2bc9ba16	lexeme	פִּלָּה	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-f8c3ed2606	lexeme	יָסַף	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-13df5f3577	lexeme	יִנֵּן	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-b2ee69701b	lexeme	רָכַשׁ	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-25660a5223	lexeme	הִקְרִיץ	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-13f3604819	lexeme	הֶלְאָה	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-5ffdc8bb8a	lexeme	נֶעֱתָּק	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-6050725c07	lexeme	אִוָּה	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-649d3acd08	lexeme	חָרַת	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-1e990417e0	lexeme	זִבֵּחַ	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-650e3dd848	lexeme	בִּעֵט	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-0ec0b9afe9	lexeme	נִבְעַט	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-5df7c61d65	lexeme	הִטִּיף	hewiktionary	SILVER	lemma_unvocalized	WIKTIONARY_ONLY
LX-546a2a9f5d	lexeme	סָאַן	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-3fb40d5f19	lexeme	אָבַס	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-050661ec9d	lexeme	בָּס	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-a17940ce93	lexeme	בָּסָה	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-716e8750b4	lexeme	אָזַר	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-2469b9e6f5	lexeme	אִזֵּר	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-0b66ab3ba7	lexeme	הִצִּיב	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-b7fc800153	lexeme	גָּדַע	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-3b63bf7345	lexeme	גִּדֵּע	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-54a8c8346c	lexeme	בָּטַשׁ	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-a5fa42846e	lexeme	יִצֵּב	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-60bdb063fa	lexeme	בִּלֵּף	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-84fb8f91cb	lexeme	אִשֵּׁשׁ	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-406c9fac5a	lexeme	רָעַץ	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-3bef60a0f2	lexeme	נֶאֱלַח	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-cf3cb73ee1	lexeme	חָתַם	hewiktionary	SILVER	lemma_unvocalized	WIKTIONARY_ONLY
LX-78843c5aea	lexeme	גִּלֵּף	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-83c57868c8	lexeme	נִטְרַד	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-7afb0491a5	lexeme	בִּיֵּץ	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-08d774dc2c	lexeme	הוֹקִיעַ	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-4296a2f246	lexeme	קִעְקֵעַ	hewiktionary	QUESTIONABLE	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-5a320289a5	lexeme	קִעֲקֵעַ	hewiktionary	QUESTIONABLE	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-54dacfb337	lexeme	אִפְסֵן	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-af3a82ee1d	lexeme	אִכְסֵן	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-69edcc0bb7	lexeme	בָּחַשׁ	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-c1d7a2649f	lexeme	נֶעְצַל	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-9c59bf80bc	lexeme	גָּזַל	hewiktionary	SILVER	lemma_unvocalized	WIKTIONARY_ONLY
LX-78bfcb8850	lexeme	יִחֵם	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-1ac70fad53	lexeme	חָבַט	hewiktionary	SILVER	lemma_unvocalized	WIKTIONARY_ONLY
LX-b5cbb6d983	lexeme	דָּמַע	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-f3bce3e145	lexeme	דִּמֵּעַ	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-9f6b4eb775	lexeme	גָּנַח	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-cbc0c3db36	lexeme	הִצָּה	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-03b2c34164	lexeme	קָלַשׁ	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-5188de47e9	lexeme	דָּחַק	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-a31ee32a5d	lexeme	שִׁדֵּל	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-42cdf222ef	lexeme	הִתְעַבָּה	hewiktionary	QUESTIONABLE	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-e20c67fd03	lexeme	סָטָה	hewiktionary	QUESTIONABLE	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-f749816ad0	lexeme	הִסְנִיף	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-dc3b6ea10f	lexeme	הֻכְלָם	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-5d4711bc30	lexeme	לִסְטֵם	hewiktionary	SILVER	lemma_unvocalized	WIKTIONARY_ONLY
LX-894db47402	lexeme	מִסְטֵל	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-517a5e5540	lexeme	גִּעֲגַעַ	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-2d052aeaff	lexeme	שֻׁטַּף	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-e007dabd91	lexeme	צָנַח	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-7a3e5edacb	lexeme	יָגַע	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-9bcd64d9f0	lexeme	נָדַח	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-7bc08633fb	lexeme	נִדַּח	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-ef330a538f	lexeme	סִיֵּט	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-c6c0728743	lexeme	הִתְפַקְשֵׁשׁ	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-c9f98ffa70	lexeme	הִתְבַּהֵם	hewiktionary	SILVER	lemma_unvocalized|gloss_en	WIKTIONARY_ONLY
LX-0b7ed4f396	lexeme	הִבְהֵב	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
LX-ad44653f8f	lexeme	נִמְנֵם	hewiktionary	SILVER	lemma_unvocalized	WIKTIONARY_ONLY
LX-2173cdfc12	lexeme	סִגֵּף	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-6783d21215	lexeme	פָּשַׁח	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-b8d734ea1d	lexeme	פִּשֵּׁחַ	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-6ddc80ceab	lexeme	הִרְהֵר	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized	WIKTIONARY_ONLY
LX-fe437f7534	lexeme	טִנֵּן	hewiktionary	SILVER	infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-7c84b8e044	lexeme	נָכַל	hewiktionary	SILVER	lemma_unvocalized|infinitive_vocalized|gloss_en	WIKTIONARY_ONLY
LX-b54002e7e7	lexeme	נִכֵּל	hewiktionary	SILVER	gloss_en	WIKTIONARY_ONLY
LX-6a99ada17f	lexeme	טִפְטֵף	hewiktionary	SILVER	infinitive_vocalized	WIKTIONARY_ONLY
