lexeme_id	lemma_vocalized	binyan	source_primary	quality_tier	past_observed_cells	past_completeness	missing_past_cells
LX-1398a1ec12	תִּיֵּק	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-d47a0298e6	אִכְלֵס	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-b115b6ca31	רִפְרֵף	PIEL	hewiktionary	QUESTIONABLE	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-22ace982b0	אִקְלֵם	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-ebc59afbf0	הִתְאַקְלֵם	HITPAEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-96575f6737	קִיֵּט	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-fa3871ae1b	יִהֵד	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-21684440b3	נָוַל	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-4b010f53ca	נִוֵּל	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-0f2d5000b4	הִתְנַוֵּל	HITPAEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-f0e37ce724	חָרַשׁ	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-11e30d534a	יָהַב	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-c4b556c117	הֶחֱרִישׁ	HIFIL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-fa50df65d8	צָלַף	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-534a07fc86	פָּסַח	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-4e553a4a66	הִבְרִיז	HIFIL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-134b03d5f6	דַּל	PAAL	hewiktionary	QUESTIONABLE	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-adf4cb6990	סֻמַּן	PUAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-e3b678e796	הִסְתַּמֵּן	HITPAEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-83e5bcd20b	הִשְׁמִישׁ	HIFIL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-b39251dd2d	מִתֵּג	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-5687373cfd	שָׁלַק	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-1a01befa21	הִדֵּס	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-e8e7d2cc06	צִבַּע	PIEL	hewiktionary	QUESTIONABLE	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-cc02a1596b	אִבֵּק	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-65b067c891	אֻבַּק	PUAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-33d6892637	צִפְצֵף	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-84a12eaefc	הִתְאַבֵּק	HITPAEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-b8c91ce3e8	סָכַךְ	PAAL	hewiktionary	QUESTIONABLE	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-d4fa343e3f	סָכָה	PAAL	hewiktionary	QUESTIONABLE	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-f9404a09b2	הִתְבַּלֵּט	HITPAEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-2db5aa5470	עֵר	PAAL	hewiktionary	QUESTIONABLE	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-8932e5c242	פִּרְסֵם	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-143418e746	מִסְפֵּר	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-aa2a66ec2a	הִסְתַּפֵּר	HITPAEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-5a964a3c70	נִסְפַּר	NIFAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-b23d4f78d8	קָלַע	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-e10ba2bac9	סָכַר	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-6af296288f	סִכֵּר	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-b4672a3ca2	גִּיֵּר	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-4d75786f98	חָבַר	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-d2d1e66cf0	נִסְכַּר	NIFAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-93b5a9138d	סִִלָּה	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-e26dd8b9d2	אִפֵּר	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-16e7e19607	אֻפַּר	PUAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-be18f680e2	שָׁמַן	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-918ea16c2d	הֵגִיף	HIFIL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-1753c703b7	חָבָה	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-a57359d8f1	רִגֵּשׁ	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-d4dd502c61	רָגַשׁ	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-d9a3da4d81	חָפֵץ	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-ac4376584a	נִפְקַד	NIFAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-2a30d42ba0	הִתְפַּקֵּד	HITPAEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-857e3924e3	הִגְדִּיר	HIFIL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-52f696259c	הִפְקִיד	HIFIL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-e7979e7ca9	חִשְׁמֵל	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-d1a3fe4631	חֻשְׁמַל	PUAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-e9ee30c8cc	עֻקַּל	PUAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-aa844ad6bc	עִקֵּל	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-ee694bed32	חָמַס	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-ca7b778641	הִלֵּךְ	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-8bbda9ccba	שָׁקַר	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-fa9bf43b56	בָּזַק	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-87807b4550	הִזְדַּוֵּג	HITPAEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-37388ce316	רִכֵּז	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-ef58b34f77	הִתְרַכֵּז	HITPAEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-a77ac6ea84	עֻפַּל	PUAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-dcdbc5f466	טִקֵּס	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-d16921dbca	טֻקַּס	PUAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-6bf89ee705	טָכַס	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-9819ec70ac	טִכֵּס	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-478c7dfd3c	סָךְ	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-1f460534d2	סַךְ	PAAL	hewiktionary	QUESTIONABLE	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-586d07f181	הֶעְפִּיל	HIFIL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-3119f3361c	נֶאֱשַׁם	NIFAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-c99302ab8f	כִּעֵס	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-5efb36a461	הֶחֱזִיק	HIFIL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-1d17b0a590	כֻּתַּר	PUAL	hewiktionary	QUESTIONABLE	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-6c2f2b5e25	שָֹטַן	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-eca3aa37f6	מִסְרֵר	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-f69ec02dd7	חִזֵּר	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-cbbcb98bf4	יִצֵּא	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-290370914d	צָלַל	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-6169ff91d5	צִלֵּל	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-c5d6e4d3e3	מֵרֵר	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-3745f4978e	הִמֵּר	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-e62652197a	הֵמֵר	HIFIL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-94c528c9a9	עִשָֹּה	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-e49723b838	אָכַף	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-7d051ce0ec	אִכֵּף	PIEL	hewiktionary	QUESTIONABLE	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-44c2655f1b	אֻכַּף	PIEL	hewiktionary	QUESTIONABLE	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-7857c9191d	כָּמַר	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-f08ffa0ed2	כִּמֵּר	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-01e1ef29e8	הוּחַל	HUFAL	hewiktionary	QUESTIONABLE	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-82f9f837f2	הוּחַל	HUFAL	hewiktionary	QUESTIONABLE	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-f195feaf95	גֻּשַׁם	PUAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-5b49a26013	פִּרְגֵּעַ	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-09d6682a9d	בִּלְגֵּן	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-0a284b103e	עִרְגֵּל	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-ab806a4ee6	שִׁנָּא	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-8e65cca84e	שֻׁנָּא	PUAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-d4661a797a	הִתְיַחֵס	HITPAEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-70d2e13aa3	קָטַם	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-d25a7bceea	שִׁדֵּךְ	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-be2849edb0	פָּצָה	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-145ac9f9c9	חִרְבֵּן	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-43e26fbcca	גִּבֵּן	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-bf266fcac6	גָּרַף	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-3cb5392329	גֵּרֵף	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-174e730c89	מָתַק	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-3095c8f16c	מִתֵּק	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-7b5792ef38	בָּקַק	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-ffdea948f9	שִׁלֵּט	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-5b636c65ee	נָשַׁר	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-ef9675a7f0	נִשֵּׁר	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-1b662b1e57	גָּרַט	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-2d5091252b	הִתְבַּרְבֵּר	HITPAEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-67597cf05a	קָלַח	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-44e461499d	קִלֵּח	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-790bdd0b87	פָּתַק	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-a649eff088	גִּיֵּס	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-014d967560	נִעֵר	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-ebad7f3c8b	אָתָה	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-839a2c2d04	קָבַּבּ	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-b74ab80c1c	סִרְבֵּל	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-27c5ff9780	הֻלַּל	PUAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-f06304644f	הָלַל	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-571d85eb06	הֵהֵל	HIFIL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-f249989f70	שִׁקֵּץ	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-a251063c37	פִּכָּה	PIEL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-5c81c52ab0	סָלַק	PAAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
LX-479de61416	סֻלַּק	PUAL	hewiktionary	SILVER	1	0.1111	PST.1SG|PST.2MSG|PST.2FSG|PST.3FSG|PST.1PL|PST.2MPL|PST.2FPL|PST.3PL
