example_id	pair_id	condition	lexeme_id	source_form	source_cell	target_cell	target_features	target_form	analysis__root_id	analysis__root	analysis__root_orthographic	analysis__orthographic_root_group_id	analysis__root_length	analysis__binyan	analysis__root_binyan_key	analysis__structural_class	analysis__structural_signature	analysis__traditional_class	analysis__sc_strong	analysis__sc_final_he	analysis__sc_hollow_candidate	analysis__sc_initial_nun	analysis__sc_initial_yod_waw	analysis__sc_geminate	analysis__sc_guttural_containing	analysis__sc_quadriliteral	analysis__lemma_vocalized	analysis__lexeme_quality_tier	analysis__source_form_quality_tier	analysis__target_form_quality_tier	analysis__example_quality_tier	analysis__eligible_default	analysis__source_form_id	analysis__target_form_id	analysis__source_ids	analysis__lexeme_source_primary	analysis__target_is_syncretic	analysis__target_syncretism_group	analysis__target_same_form_past_cells	analysis__source_equals_target	analysis__target_form_length
PR:unv:LX-4a81c81fb9:PST.3MSG>PST.1PL	LX-4a81c81fb9:PST.3MSG>PST.1PL	unv	LX-4a81c81fb9	ארב	PST.3MSG	PST.1PL	PST,1,PL	ארבנו	RT-eb23769807	ארב	ארב	RG-eb23769807	3	PAAL	RT-eb23769807|PAAL	initial_alef	A.R.C		False	False	False	False	False	False	True	False	אָרַב	GOLD	GOLD	GOLD	GOLD	True	LX-4a81c81fb9.PST.3MSG	LX-4a81c81fb9.PST.1PL	heb_voc:14627|heb:14886|heb_voc:14628|heb:14891	unimorph_heb	False		PST.1PL	False	5
PR:unv:LX-4a81c81fb9:PST.3MSG>PST.2MPL	LX-4a81c81fb9:PST.3MSG>PST.2MPL	unv	LX-4a81c81fb9	ארב	PST.3MSG	PST.2MPL	PST,2,PL,MASC	ארבתם	RT-eb23769807	ארב	ארב	RG-eb23769807	3	PAAL	RT-eb23769807|PAAL	initial_alef	A.R.C		False	False	False	False	False	False	True	False	אָרַב	GOLD	GOLD	GOLD	GOLD	True	LX-4a81c81fb9.PST.3MSG	LX-4a81c81fb9.PST.2MPL	heb_voc:14627|heb:14886|heb_voc:14620|heb:14895	unimorph_heb	False		PST.2MPL	False	5
PR:unv:LX-4a81c81fb9:PST.3MSG>PST.2FPL	LX-4a81c81fb9:PST.3MSG>PST.2FPL	unv	LX-4a81c81fb9	ארב	PST.3MSG	PST.2FPL	PST,2,PL,FEM	ארבתן	RT-eb23769807	ארב	ארב	RG-eb23769807	3	PAAL	RT-eb23769807|PAAL	initial_alef	A.R.C		False	False	False	False	False	False	True	False	אָרַב	GOLD	GOLD	GOLD	GOLD	True	LX-4a81c81fb9.PST.3MSG	LX-4a81c81fb9.PST.2FPL	heb_voc:14627|heb:14886|heb_voc:14621|heb:14896	unimorph_heb	False		PST.2FPL	False	5
PR:unv:LX-4a81c81fb9:PST.3MSG>PST.3PL	LX-4a81c81fb9:PST.3MSG>PST.3PL	unv	LX-4a81c81fb9	ארב	PST.3MSG	PST.3PL	PST,3,PL	ארבו	RT-eb23769807	ארב	ארב	RG-eb23769807	3	PAAL	RT-eb23769807|PAAL	initial_alef	A.R.C		False	False	False	False	False	False	True	False	אָרַב	GOLD	GOLD	GOLD	GOLD	True	LX-4a81c81fb9.PST.3MSG	LX-4a81c81fb9.PST.3PL	heb_voc:14627|heb:14886|heb_voc:14626|heb:14888	unimorph_heb	True	LX-4a81c81fb9:U2	PST.3PL	False	4
PR:voc:LX-4a81c81fb9:PST.3MSG>PST.1SG	LX-4a81c81fb9:PST.3MSG>PST.1SG	voc	LX-4a81c81fb9	אָרַב	PST.3MSG	PST.1SG	PST,1,SG	אָרַבְתִּי	RT-eb23769807	ארב	ארב	RG-eb23769807	3	PAAL	RT-eb23769807|PAAL	initial_alef	A.R.C		False	False	False	False	False	False	True	False	אָרַב	GOLD	GOLD	GOLD	GOLD	True	LX-4a81c81fb9.PST.3MSG	LX-4a81c81fb9.PST.1SG	heb_voc:14627|heb:14886|heb_voc:14630|heb:14894	unimorph_heb	False		PST.1SG	False	10
PR:voc:LX-4a81c81fb9:PST.3MSG>PST.2MSG	LX-4a81c81fb9:PST.3MSG>PST.2MSG	voc	LX-4a81c81fb9	אָרַב	PST.3MSG	PST.2MSG	PST,2,SG,MASC	אָרַבְתָּ	RT-eb23769807	ארב	ארב	RG-eb23769807	3	PAAL	RT-eb23769807|PAAL	initial_alef	A.R.C		False	False	False	False	False	False	True	False	אָרַב	GOLD	GOLD	GOLD	GOLD	True	LX-4a81c81fb9.PST.3MSG	LX-4a81c81fb9.PST.2MSG	heb_voc:14627|heb:14886|heb_voc:14631|heb:14892	unimorph_heb	False		PST.2MSG	False	9
PR:voc:LX-4a81c81fb9:PST.3MSG>PST.2FSG	LX-4a81c81fb9:PST.3MSG>PST.2FSG	voc	LX-4a81c81fb9	אָרַב	PST.3MSG	PST.2FSG	PST,2,SG,FEM	אָרַבְתְּ	RT-eb23769807	ארב	ארב	RG-eb23769807	3	PAAL	RT-eb23769807|PAAL	initial_alef	A.R.C		False	False	False	False	False	False	True	False	אָרַב	GOLD	GOLD	GOLD	GOLD	True	LX-4a81c81fb9.PST.3MSG	LX-4a81c81fb9.PST.2FSG	heb_voc:14627|heb:14886|heb_voc:14629|heb:14893	unimorph_heb	False		PST.2FSG	False	9
PR:voc:LX-4a81c81fb9:PST.3MSG>PST.3FSG	LX-4a81c81fb9:PST.3MSG>PST.3FSG	voc	LX-4a81c81fb9	אָרַב	PST.3MSG	PST.3FSG	PST,3,SG,FEM	אָרְבָה	RT-eb23769807	ארב	ארב	RG-eb23769807	3	PAAL	RT-eb23769807|PAAL	initial_alef	A.R.C		False	False	False	False	False	False	True	False	אָרַב	GOLD	GOLD	GOLD	GOLD	True	LX-4a81c81fb9.PST.3MSG	LX-4a81c81fb9.PST.3FSG	heb_voc:14627|heb:14886|heb_voc:14625|heb:14887	unimorph_heb	False		PST.3FSG	False	7
PR:voc:LX-4a81c81fb9:PST.3MSG>PST.1PL	LX-4a81c81fb9:PST.3MSG>PST.1PL	voc	LX-4a81c81fb9	אָרַב	PST.3MSG	PST.1PL	PST,1,PL	אָרַבְנוּ	RT-eb23769807	ארב	ארב	RG-eb23769807	3	PAAL	RT-eb23769807|PAAL	initial_alef	A.R.C		False	False	False	False	False	False	True	False	אָרַב	GOLD	GOLD	GOLD	GOLD	True	LX-4a81c81fb9.PST.3MSG	LX-4a81c81fb9.PST.1PL	heb_voc:14627|heb:14886|heb_voc:14628|heb:14891	unimorph_heb	False		PST.1PL	False	9
PR:voc:LX-4a81c81fb9:PST.3MSG>PST.2MPL	LX-4a81c81fb9:PST.3MSG>PST.2MPL	voc	LX-4a81c81fb9	אָרַב	PST.3MSG	PST.2MPL	PST,2,PL,MASC	אֲרַבְתֶּם	RT-eb23769807	ארב	ארב	RG-eb23769807	3	PAAL	RT-eb23769807|PAAL	initial_alef	A.R.C		False	False	False	False	False	False	True	False	אָרַב	GOLD	GOLD	GOLD	GOLD	True	LX-4a81c81fb9.PST.3MSG	LX-4a81c81fb9.PST.2MPL	heb_voc:14627|heb:14886|heb_voc:14620|heb:14895	unimorph_heb	False		PST.2MPL	False	10
PR:voc:LX-4a81c81fb9:PST.3MSG>PST.2FPL	LX-4a81c81fb9:PST.3MSG>PST.2FPL	voc	LX-4a81c81fb9	אָרַב	PST.3MSG	PST.2FPL	PST,2,PL,FEM	אֲרַבְתֶּן	RT-eb23769807	ארב	ארב	RG-eb23769807	3	PAAL	RT-eb23769807|PAAL	initial_alef	A.R.C		False	False	False	False	False	False	True	False	אָרַב	GOLD	GOLD	GOLD	GOLD	True	LX-4a81c81fb9.PST.3MSG	LX-4a81c81fb9.PST.2FPL	heb_voc:14627|heb:14886|heb_voc:14621|heb:14896	unimorph_heb	False		PST.2FPL	False	10
PR:voc:LX-4a81c81fb9:PST.3MSG>PST.3PL	LX-4a81c81fb9:PST.3MSG>PST.3PL	voc	LX-4a81c81fb9	אָרַב	PST.3MSG	PST.3PL	PST,3,PL	אָרְבוּ	RT-eb23769807	ארב	ארב	RG-eb23769807	3	PAAL	RT-eb23769807|PAAL	initial_alef	A.R.C		False	False	False	False	False	False	True	False	אָרַב	GOLD	GOLD	GOLD	GOLD	True	LX-4a81c81fb9.PST.3MSG	LX-4a81c81fb9.PST.3PL	heb_voc:14627|heb:14886|heb_voc:14626|heb:14888	unimorph_heb	False		PST.3PL	False	7
PR:unv:LX-4a9c655e0c:PST.3MSG>PST.1SG	LX-4a9c655e0c:PST.3MSG>PST.1SG	unv	LX-4a9c655e0c	נמשך	PST.3MSG	PST.1SG	PST,1,SG	נמשכתי																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.1SG	heb_voc:26505|heb:27231|heb_voc:26508|heb:27241	unimorph_heb	False		PST.1SG	False	6
PR:unv:LX-4a9c655e0c:PST.3MSG>PST.2MSG	LX-4a9c655e0c:PST.3MSG>PST.2MSG	unv	LX-4a9c655e0c	נמשך	PST.3MSG	PST.2MSG	PST,2,SG,MASC	נמשכת																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.2MSG	heb_voc:26505|heb:27231|heb_voc:26511|heb:27238	unimorph_heb	True	LX-4a9c655e0c:U1	PST.2MSG|PST.2FSG	False	5
PR:unv:LX-4a9c655e0c:PST.3MSG>PST.2FSG	LX-4a9c655e0c:PST.3MSG>PST.2FSG	unv	LX-4a9c655e0c	נמשך	PST.3MSG	PST.2FSG	PST,2,SG,FEM	נמשכת																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.2FSG	heb_voc:26505|heb:27231|heb_voc:26507|heb:27239	unimorph_heb	True	LX-4a9c655e0c:U1	PST.2MSG|PST.2FSG	False	5
PR:unv:LX-4a9c655e0c:PST.3MSG>PST.3FSG	LX-4a9c655e0c:PST.3MSG>PST.3FSG	unv	LX-4a9c655e0c	נמשך	PST.3MSG	PST.3FSG	PST,3,SG,FEM	נמשכה																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.3FSG	heb_voc:26505|heb:27231|heb_voc:26502|heb:27233	unimorph_heb	False		PST.3FSG	False	5
PR:unv:LX-4a9c655e0c:PST.3MSG>PST.1PL	LX-4a9c655e0c:PST.3MSG>PST.1PL	unv	LX-4a9c655e0c	נמשך	PST.3MSG	PST.1PL	PST,1,PL	נמשכנו																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.1PL	heb_voc:26505|heb:27231|heb_voc:26506|heb:27237	unimorph_heb	False		PST.1PL	False	6
PR:unv:LX-4a9c655e0c:PST.3MSG>PST.2MPL	LX-4a9c655e0c:PST.3MSG>PST.2MPL	unv	LX-4a9c655e0c	נמשך	PST.3MSG	PST.2MPL	PST,2,PL,MASC	נמשכתם																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.2MPL	heb_voc:26505|heb:27231|heb_voc:26509|heb:27242	unimorph_heb	False		PST.2MPL	False	6
PR:unv:LX-4a9c655e0c:PST.3MSG>PST.2FPL	LX-4a9c655e0c:PST.3MSG>PST.2FPL	unv	LX-4a9c655e0c	נמשך	PST.3MSG	PST.2FPL	PST,2,PL,FEM	נמשכתן																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.2FPL	heb_voc:26505|heb:27231|heb_voc:26510|heb:27243	unimorph_heb	False		PST.2FPL	False	6
PR:unv:LX-4a9c655e0c:PST.3MSG>PST.3PL	LX-4a9c655e0c:PST.3MSG>PST.3PL	unv	LX-4a9c655e0c	נמשך	PST.3MSG	PST.3PL	PST,3,PL	נמשכו																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.3PL	heb_voc:26505|heb:27231|heb_voc:26503|heb:27234	unimorph_heb	False		PST.3PL	False	5
PR:voc:LX-4a9c655e0c:PST.3MSG>PST.1SG	LX-4a9c655e0c:PST.3MSG>PST.1SG	voc	LX-4a9c655e0c	נִמְשַׁךְ	PST.3MSG	PST.1SG	PST,1,SG	נִמְשַׁכְתִּי																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.1SG	heb_voc:26505|heb:27231|heb_voc:26508|heb:27241	unimorph_heb	False		PST.1SG	False	13
PR:voc:LX-4a9c655e0c:PST.3MSG>PST.2MSG	LX-4a9c655e0c:PST.3MSG>PST.2MSG	voc	LX-4a9c655e0c	נִמְשַׁךְ	PST.3MSG	PST.2MSG	PST,2,SG,MASC	נִמְשַׁכְתָּ																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.2MSG	heb_voc:26505|heb:27231|heb_voc:26511|heb:27238	unimorph_heb	False		PST.2MSG	False	12
PR:voc:LX-4a9c655e0c:PST.3MSG>PST.2FSG	LX-4a9c655e0c:PST.3MSG>PST.2FSG	voc	LX-4a9c655e0c	נִמְשַׁךְ	PST.3MSG	PST.2FSG	PST,2,SG,FEM	נִמְשַׁכְתְּ																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.2FSG	heb_voc:26505|heb:27231|heb_voc:26507|heb:27239	unimorph_heb	False		PST.2FSG	False	12
PR:voc:LX-4a9c655e0c:PST.3MSG>PST.3FSG	LX-4a9c655e0c:PST.3MSG>PST.3FSG	voc	LX-4a9c655e0c	נִמְשַׁךְ	PST.3MSG	PST.3FSG	PST,3,SG,FEM	נִמְשְׁכָה																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.3FSG	heb_voc:26505|heb:27231|heb_voc:26502|heb:27233	unimorph_heb	False		PST.3FSG	False	10
PR:voc:LX-4a9c655e0c:PST.3MSG>PST.1PL	LX-4a9c655e0c:PST.3MSG>PST.1PL	voc	LX-4a9c655e0c	נִמְשַׁךְ	PST.3MSG	PST.1PL	PST,1,PL	נִמְשַׁכְנוּ																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.1PL	heb_voc:26505|heb:27231|heb_voc:26506|heb:27237	unimorph_heb	False		PST.1PL	False	12
PR:voc:LX-4a9c655e0c:PST.3MSG>PST.2MPL	LX-4a9c655e0c:PST.3MSG>PST.2MPL	voc	LX-4a9c655e0c	נִמְשַׁךְ	PST.3MSG	PST.2MPL	PST,2,PL,MASC	נִמְשַׁכְתֶּם																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.2MPL	heb_voc:26505|heb:27231|heb_voc:26509|heb:27242	unimorph_heb	False		PST.2MPL	False	13
PR:voc:LX-4a9c655e0c:PST.3MSG>PST.2FPL	LX-4a9c655e0c:PST.3MSG>PST.2FPL	voc	LX-4a9c655e0c	נִמְשַׁךְ	PST.3MSG	PST.2FPL	PST,2,PL,FEM	נִמְשַׁכְתֶּן																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.2FPL	heb_voc:26505|heb:27231|heb_voc:26510|heb:27243	unimorph_heb	False		PST.2FPL	False	13
PR:voc:LX-4a9c655e0c:PST.3MSG>PST.3PL	LX-4a9c655e0c:PST.3MSG>PST.3PL	voc	LX-4a9c655e0c	נִמְשַׁךְ	PST.3MSG	PST.3PL	PST,3,PL	נִמְשְׁכוּ																			נִמְשַׁךְ	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	QUESTIONABLE	False	LX-4a9c655e0c.PST.3MSG	LX-4a9c655e0c.PST.3PL	heb_voc:26505|heb:27231|heb_voc:26503|heb:27234	unimorph_heb	False		PST.3PL	False	10
PR:unv:LX-4ac10ca2bd:PST.3MSG>PST.1SG	LX-4ac10ca2bd:PST.3MSG>PST.1SG	unv	LX-4ac10ca2bd	הופיע	PST.3MSG	PST.1SG	PST,1,SG	הופעתי	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.1SG	heb_voc:5322|heb:2630|heb_voc:5330|heb:2641	unimorph_heb	False		PST.1SG	False	6
PR:unv:LX-4ac10ca2bd:PST.3MSG>PST.2MSG	LX-4ac10ca2bd:PST.3MSG>PST.2MSG	unv	LX-4ac10ca2bd	הופיע	PST.3MSG	PST.2MSG	PST,2,SG,MASC	הופעת	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.2MSG	heb_voc:5322|heb:2630|heb_voc:5333|heb:2639	unimorph_heb	True	LX-4ac10ca2bd:U1	PST.2MSG|PST.2FSG	False	5
PR:unv:LX-4ac10ca2bd:PST.3MSG>PST.2FSG	LX-4ac10ca2bd:PST.3MSG>PST.2FSG	unv	LX-4ac10ca2bd	הופיע	PST.3MSG	PST.2FSG	PST,2,SG,FEM	הופעת	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.2FSG	heb_voc:5322|heb:2630|heb_voc:5329|heb:2640	unimorph_heb	True	LX-4ac10ca2bd:U1	PST.2MSG|PST.2FSG	False	5
PR:unv:LX-4ac10ca2bd:PST.3MSG>PST.3FSG	LX-4ac10ca2bd:PST.3MSG>PST.3FSG	unv	LX-4ac10ca2bd	הופיע	PST.3MSG	PST.3FSG	PST,3,SG,FEM	הופיעה	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.3FSG	heb_voc:5322|heb:2630|heb_voc:5323|heb:2631	unimorph_heb	False		PST.3FSG	False	6
PR:unv:LX-4ac10ca2bd:PST.3MSG>PST.1PL	LX-4ac10ca2bd:PST.3MSG>PST.1PL	unv	LX-4ac10ca2bd	הופיע	PST.3MSG	PST.1PL	PST,1,PL	הופענו	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.1PL	heb_voc:5322|heb:2630|heb_voc:5328|heb:2638	unimorph_heb	False		PST.1PL	False	6
PR:unv:LX-4ac10ca2bd:PST.3MSG>PST.2MPL	LX-4ac10ca2bd:PST.3MSG>PST.2MPL	unv	LX-4ac10ca2bd	הופיע	PST.3MSG	PST.2MPL	PST,2,PL,MASC	הופעתם	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.2MPL	heb_voc:5322|heb:2630|heb_voc:5331|heb:2642	unimorph_heb	False		PST.2MPL	False	6
PR:unv:LX-4ac10ca2bd:PST.3MSG>PST.2FPL	LX-4ac10ca2bd:PST.3MSG>PST.2FPL	unv	LX-4ac10ca2bd	הופיע	PST.3MSG	PST.2FPL	PST,2,PL,FEM	הופעתן	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.2FPL	heb_voc:5322|heb:2630|heb_voc:5332|heb:2643	unimorph_heb	False		PST.2FPL	False	6
PR:unv:LX-4ac10ca2bd:PST.3MSG>PST.3PL	LX-4ac10ca2bd:PST.3MSG>PST.3PL	unv	LX-4ac10ca2bd	הופיע	PST.3MSG	PST.3PL	PST,3,PL	הופיעו	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.3PL	heb_voc:5322|heb:2630|heb_voc:5324|heb:2632	unimorph_heb	True	LX-4ac10ca2bd:U2	PST.3PL	False	6
PR:voc:LX-4ac10ca2bd:PST.3MSG>PST.1SG	LX-4ac10ca2bd:PST.3MSG>PST.1SG	voc	LX-4ac10ca2bd	הוֹפִיעַ	PST.3MSG	PST.1SG	PST,1,SG	הוֹפַעְתִּי	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.1SG	heb_voc:5322|heb:2630|heb_voc:5330|heb:2641	unimorph_heb	False		PST.1SG	False	11
PR:voc:LX-4ac10ca2bd:PST.3MSG>PST.2MSG	LX-4ac10ca2bd:PST.3MSG>PST.2MSG	voc	LX-4ac10ca2bd	הוֹפִיעַ	PST.3MSG	PST.2MSG	PST,2,SG,MASC	הוֹפַעְתָּ	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.2MSG	heb_voc:5322|heb:2630|heb_voc:5333|heb:2639	unimorph_heb	False		PST.2MSG	False	10
PR:voc:LX-4ac10ca2bd:PST.3MSG>PST.2FSG	LX-4ac10ca2bd:PST.3MSG>PST.2FSG	voc	LX-4ac10ca2bd	הוֹפִיעַ	PST.3MSG	PST.2FSG	PST,2,SG,FEM	הוֹפַעְתְּ	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.2FSG	heb_voc:5322|heb:2630|heb_voc:5329|heb:2640	unimorph_heb	False		PST.2FSG	False	10
PR:voc:LX-4ac10ca2bd:PST.3MSG>PST.3FSG	LX-4ac10ca2bd:PST.3MSG>PST.3FSG	voc	LX-4ac10ca2bd	הוֹפִיעַ	PST.3MSG	PST.3FSG	PST,3,SG,FEM	הוֹפִיעָה	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.3FSG	heb_voc:5322|heb:2630|heb_voc:5323|heb:2631	unimorph_heb	False		PST.3FSG	False	9
PR:voc:LX-4ac10ca2bd:PST.3MSG>PST.1PL	LX-4ac10ca2bd:PST.3MSG>PST.1PL	voc	LX-4ac10ca2bd	הוֹפִיעַ	PST.3MSG	PST.1PL	PST,1,PL	הוֹפַעְנוּ	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.1PL	heb_voc:5322|heb:2630|heb_voc:5328|heb:2638	unimorph_heb	False		PST.1PL	False	10
PR:voc:LX-4ac10ca2bd:PST.3MSG>PST.2MPL	LX-4ac10ca2bd:PST.3MSG>PST.2MPL	voc	LX-4ac10ca2bd	הוֹפִיעַ	PST.3MSG	PST.2MPL	PST,2,PL,MASC	הוֹפַעְתֶּם	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.2MPL	heb_voc:5322|heb:2630|heb_voc:5331|heb:2642	unimorph_heb	False		PST.2MPL	False	11
PR:voc:LX-4ac10ca2bd:PST.3MSG>PST.2FPL	LX-4ac10ca2bd:PST.3MSG>PST.2FPL	voc	LX-4ac10ca2bd	הוֹפִיעַ	PST.3MSG	PST.2FPL	PST,2,PL,FEM	הוֹפַעְתֶּן	RT-f47626496d	יפע	יפע	RG-f47626496d	3	HIFIL	RT-f47626496d|HIFIL	initial_yod_waw	Y.C.E	PE_YOD_WAW	False	False	False	False	True	False	True	False	הוֹפִיעַ	SILVER	SILVER	SILVER	SILVER	True	LX-4ac10ca2bd.PST.3MSG	LX-4ac10ca2bd.PST.2FPL	heb_voc:5322|heb:2630|heb_voc:5332|heb:2643	unimorph_heb	False		PST.2FPL	False	11
